<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.30	23:00:00	1.11874	1.11900	1.11871	1.11884	576	878000000	23
2017.05.30	23:15:00	1.11884	1.11893	1.11859	1.11866	843	1618000000	25
2017.05.30	23:30:00	1.11863	1.11864	1.11793	1.11843	1735	2133000000	24
2017.05.30	23:45:00	1.11845	1.11851	1.11789	1.11801	1800	2667000000	30
2017.05.31	00:00:00	1.11801	1.11810	1.11773	1.11777	1560	3096000000	26
2017.05.31	00:15:00	1.11777	1.11801	1.11775	1.11779	1035	1648000000	22
2017.05.31	00:30:00	1.11779	1.11788	1.11767	1.11779	873	1282000000	23
2017.05.31	00:45:00	1.11779	1.11785	1.11731	1.11735	1317	2061000000	23
2017.05.31	01:00:00	1.11738	1.11738	1.11707	1.11723	1223	2456000000	21
2017.05.31	01:15:00	1.11723	1.11726	1.11704	1.11724	941	2009000000	21
2017.05.31	01:30:00	1.11724	1.11729	1.11705	1.11718	889	2074000000	21
2017.05.31	01:45:00	1.11718	1.11736	1.11703	1.11729	1139	2719000000	21
2017.05.31	02:00:00	1.11729	1.11755	1.11718	1.11719	1536	4560500000	20
2017.05.31	02:15:00	1.11719	1.11739	1.11694	1.11734	1446	4341000000	20
2017.05.31	02:30:00	1.11734	1.11820	1.11730	1.11777	1533	3930000000	21
2017.05.31	02:45:00	1.11777	1.11778	1.11698	1.11712	2457	6909500000	20
2017.05.31	03:00:00	1.11712	1.11783	1.11712	1.11769	2232	6237000000	21
2017.05.31	03:15:00	1.11769	1.11801	1.11741	1.11744	1743	5456000000	20
2017.05.31	03:30:00	1.11744	1.11754	1.11714	1.11739	1660	6067000000	20
2017.05.31	03:45:00	1.11739	1.11754	1.11708	1.11750	1529	4708500000	20
2017.05.31	04:00:00	1.11750	1.11796	1.11750	1.11778	1561	6927000000	19
2017.05.31	04:15:00	1.11778	1.11786	1.11752	1.11755	1146	3393000000	20
2017.05.31	04:30:00	1.11754	1.11777	1.11707	1.11774	2166	6675500000	20
2017.05.31	04:45:00	1.11774	1.11775	1.11734	1.11758	1458	5160000000	21
2017.05.31	05:00:00	1.11758	1.11775	1.11735	1.11774	1394	6018500000	21
2017.05.31	05:15:00	1.11774	1.11776	1.11760	1.11766	821	4574000000	23
2017.05.31	05:30:00	1.11766	1.11786	1.11766	1.11774	945	2971000000	21
2017.05.31	05:45:00	1.11774	1.11785	1.11760	1.11766	872	2999000000	21
2017.05.31	06:00:00	1.11766	1.11784	1.11763	1.11764	990	2699500000	21
2017.05.31	06:15:00	1.11764	1.11767	1.11750	1.11759	947	2485500000	20
2017.05.31	06:30:00	1.11759	1.11764	1.11748	1.11752	928	3167000000	21
2017.05.31	06:45:00	1.11752	1.11752	1.11718	1.11728	1156	2692000000	20
2017.05.31	07:00:00	1.11728	1.11751	1.11722	1.11749	1311	4036000000	20
2017.05.31	07:15:00	1.11749	1.11760	1.11718	1.11724	1332	4730000000	19
2017.05.31	07:30:00	1.11724	1.11732	1.11646	1.11670	2125	9159500000	19
2017.05.31	07:45:00	1.11670	1.11687	1.11659	1.11681	1712	12139000000	20
2017.05.31	08:00:00	1.11679	1.11776	1.11648	1.11763	2831	13053000000	19
2017.05.31	08:15:00	1.11763	1.11770	1.11712	1.11713	2382	10627000000	19
2017.05.31	08:30:00	1.11712	1.11788	1.11706	1.11778	2399	8273000000	18
2017.05.31	08:45:00	1.11776	1.11899	1.11760	1.11882	3077	13265500000	19
2017.05.31	09:00:00	1.11882	1.11946	1.11849	1.11925	3480	9544500000	18
2017.05.31	09:15:00	1.11925	1.11954	1.11888	1.11928	2843	8548500000	18
2017.05.31	09:30:00	1.11928	1.11971	1.11857	1.11871	3066	13193000000	19
2017.05.31	09:45:00	1.11871	1.11874	1.11797	1.11849	2700	8494000000	18
2017.05.31	10:00:00	1.11849	1.11855	1.11787	1.11805	2633	10801000000	19
2017.05.31	10:15:00	1.11805	1.11818	1.11726	1.11805	2887	11705000000	18
2017.05.31	10:30:00	1.11805	1.11832	1.11699	1.11751	3300	12096000000	18
2017.05.31	10:45:00	1.11751	1.11824	1.11719	1.11745	2960	11028000000	18
2017.05.31	11:00:00	1.11748	1.11824	1.11714	1.11742	3415	13280300000	19
2017.05.31	11:15:00	1.11742	1.11849	1.11734	1.11834	2718	9384200000	19
2017.05.31	11:30:00	1.11834	1.11899	1.11821	1.11860	2508	10569400000	19
2017.05.31	11:45:00	1.11858	1.11925	1.11844	1.11905	2651	8713000000	19
2017.05.31	12:00:00	1.11905	1.11940	1.11851	1.11932	2488	12200000000	19
2017.05.31	12:15:00	1.11932	1.12180	1.11921	1.12131	3200	10061800000	19
2017.05.31	12:30:00	1.12132	1.12141	1.12061	1.12122	3428	10480000000	18
2017.05.31	12:45:00	1.12122	1.12150	1.12075	1.12129	2846	7837600000	18
2017.05.31	13:00:00	1.12128	1.12200	1.12127	1.12183	3174	15257000000	19
2017.05.31	13:15:00	1.12185	1.12232	1.12142	1.12181	2966	10418200000	18
2017.05.31	13:30:00	1.12181	1.12287	1.12179	1.12257	2793	13602000000	18
2017.05.31	13:45:00	1.12257	1.12282	1.12186	1.12216	2900	10313000000	18
2017.05.31	14:00:00	1.12216	1.12251	1.12167	1.12206	2903	16323000000	19
2017.05.31	14:15:00	1.12207	1.12236	1.12152	1.12153	2746	7788000000	18
2017.05.31	14:30:00	1.12152	1.12196	1.12111	1.12176	3345	12545000000	18
2017.05.31	14:45:00	1.12176	1.12241	1.12150	1.12223	3125	30916000000	18
2017.05.31	15:00:00	1.12223	1.12263	1.12192	1.12250	3088	10428400000	18
2017.05.31	15:15:00	1.12250	1.12272	1.12179	1.12212	2981	10851200000	18
2017.05.31	15:30:00	1.12209	1.12317	1.12176	1.12293	3710	13596000000	18
2017.05.31	15:45:00	1.12292	1.12423	1.12256	1.12334	4570	13800000000	18
2017.05.31	16:00:00	1.12334	1.12423	1.12310	1.12328	4489	15231000000	18
2017.05.31	16:15:00	1.12328	1.12363	1.12297	1.12308	3895	13853500000	18
2017.05.31	16:30:00	1.12308	1.12358	1.12211	1.12278	4294	13783000000	18
2017.05.31	16:45:00	1.12278	1.12465	1.12274	1.12459	4712	55574500000	18
2017.05.31	17:00:00	1.12458	1.12523	1.12388	1.12435	5100	17914200000	18
2017.05.31	17:15:00	1.12440	1.12440	1.12305	1.12356	4316	15821100000	18
2017.05.31	17:30:00	1.12356	1.12413	1.12332	1.12367	3670	18055000000	18
2017.05.31	17:45:00	1.12367	1.12389	1.12322	1.12368	3051	20885500000	18
2017.05.31	18:00:00	1.12365	1.12383	1.12326	1.12332	2813	8597000000	18
2017.05.31	18:15:00	1.12332	1.12344	1.12312	1.12317	2116	5516840000	18
2017.05.31	18:30:00	1.12317	1.12343	1.12282	1.12342	2094	11151100000	18
2017.05.31	18:45:00	1.12342	1.12370	1.12320	1.12370	2655	7342000000	19
2017.05.31	19:00:00	1.12370	1.12425	1.12352	1.12368	2406	10791500000	18
2017.05.31	19:15:00	1.12368	1.12377	1.12308	1.12331	2441	9171000000	19
2017.05.31	19:30:00	1.12331	1.12377	1.12281	1.12373	2420	9549500000	19
2017.05.31	19:45:00	1.12373	1.12409	1.12371	1.12393	2038	8091500000	19
2017.05.31	20:00:00	1.12391	1.12414	1.12348	1.12377	2278	12055000000	19
2017.05.31	20:15:00	1.12377	1.12387	1.12350	1.12361	1841	9633500000	19
2017.05.31	20:30:00	1.12361	1.12417	1.12359	1.12407	1590	6768500000	19
2017.05.31	20:45:00	1.12407	1.12474	1.12386	1.12457	2421	11616000000	19
2017.05.31	21:00:00	1.12457	1.12469	1.12353	1.12362	2107	6418000000	19
2017.05.31	21:15:00	1.12363	1.12377	1.12316	1.12322	1754	5289000000	20
2017.05.31	21:30:00	1.12320	1.12359	1.12303	1.12342	1618	4481000000	19
2017.05.31	21:45:00	1.12342	1.12357	1.12309	1.12337	2076	6503500000	19
2017.05.31	22:00:00	1.12336	1.12377	1.12322	1.12373	1488	5736000000	20
2017.05.31	22:15:00	1.12373	1.12409	1.12372	1.12406	1274	9966500000	20
2017.05.31	22:30:00	1.12406	1.12422	1.12390	1.12395	1594	3634000000	21
2017.05.31	22:45:00	1.12395	1.12444	1.12390	1.12439	1355	5767000000	20
2017.05.31	23:00:00	1.12464	1.12489	1.12420	1.12430	653	972000000	23
2017.05.31	23:15:00	1.12431	1.12466	1.12414	1.12431	1337	1996000000	31
2017.05.31	23:30:00	1.12431	1.12462	1.12409	1.12425	1414	1726000000	35
2017.05.31	23:45:00	1.12425	1.12448	1.12419	1.12434	1168	1565000000	31
2017.06.01	00:00:00	1.12435	1.12436	1.12399	1.12403	1494	1885000000	23
2017.06.01	00:15:00	1.12403	1.12430	1.12385	1.12389	1952	3641000000	22
2017.06.01	00:30:00	1.12389	1.12412	1.12372	1.12383	1693	3248000000	23
2017.06.01	00:45:00	1.12383	1.12390	1.12359	1.12388	1488	2770000000	21
2017.06.01	01:00:00	1.12388	1.12430	1.12388	1.12417	1263	3254000000	21
2017.06.01	01:15:00	1.12417	1.12451	1.12411	1.12443	1070	1999000000	21
2017.06.01	01:30:00	1.12443	1.12448	1.12424	1.12424	1211	3070000000	21
2017.06.01	01:45:00	1.12426	1.12428	1.12388	1.12392	1032	2892000000	21
2017.06.01	02:00:00	1.12390	1.12425	1.12367	1.12397	1800	4097300000	20
2017.06.01	02:15:00	1.12397	1.12400	1.12337	1.12364	1743	4533500000	20
2017.06.01	02:30:00	1.12364	1.12374	1.12342	1.12342	1318	3764000000	21
2017.06.01	02:45:00	1.12342	1.12357	1.12336	1.12347	1674	4756000000	21
2017.06.01	03:00:00	1.12347	1.12377	1.12336	1.12377	1436	3611000000	20
2017.06.01	03:15:00	1.12377	1.12403	1.12372	1.12377	1505	3840000000	20
2017.06.01	03:30:00	1.12377	1.12553	1.12377	1.12514	3083	10815500000	19
2017.06.01	03:45:00	1.12514	1.12516	1.12432	1.12471	2558	19280000000	20
2017.06.01	04:00:00	1.12471	1.12569	1.12462	1.12513	2872	9964000000	19
2017.06.01	04:15:00	1.12513	1.12529	1.12464	1.12468	2096	5286500000	20
2017.06.01	04:30:00	1.12468	1.12471	1.12446	1.12451	1611	3664500000	20
2017.06.01	04:45:00	1.12451	1.12455	1.12417	1.12422	1352	3067000000	20
2017.06.01	05:00:00	1.12422	1.12434	1.12376	1.12399	1512	6663000000	20
2017.06.01	05:15:00	1.12398	1.12430	1.12375	1.12429	1180	4244000000	20
2017.06.01	05:30:00	1.12429	1.12484	1.12427	1.12474	1494	3443000000	20
2017.06.01	05:45:00	1.12474	1.12493	1.12464	1.12467	1409	4352500000	20
2017.06.01	06:00:00	1.12467	1.12467	1.12434	1.12449	1116	4192500000	21
2017.06.01	06:15:00	1.12449	1.12459	1.12443	1.12458	953	3472000000	21
2017.06.01	06:30:00	1.12458	1.12476	1.12452	1.12463	1379	3796500000	20
2017.06.01	06:45:00	1.12463	1.12474	1.12444	1.12467	1039	2434000000	20
2017.06.01	07:00:00	1.12467	1.12481	1.12399	1.12423	1705	4364500000	20
2017.06.01	07:15:00	1.12423	1.12444	1.12400	1.12418	1621	4944500000	20
2017.06.01	07:30:00	1.12418	1.12420	1.12377	1.12380	1617	13990000000	21
2017.06.01	07:45:00	1.12380	1.12429	1.12376	1.12381	1676	6391000000	19
2017.06.01	08:00:00	1.12379	1.12383	1.12315	1.12370	2523	8920000000	19
2017.06.01	08:15:00	1.12369	1.12384	1.12292	1.12298	2454	7946000000	19
2017.06.01	08:30:00	1.12298	1.12384	1.12276	1.12383	2569	13173500000	20
2017.06.01	08:45:00	1.12385	1.12490	1.12380	1.12439	2802	11467500000	19
2017.06.01	09:00:00	1.12438	1.12459	1.12349	1.12364	3537	11185500000	19
2017.06.01	09:15:00	1.12365	1.12417	1.12332	1.12355	2737	9147000000	19
2017.06.01	09:30:00	1.12355	1.12390	1.12326	1.12326	2771	8599500000	19
2017.06.01	09:45:00	1.12326	1.12354	1.12290	1.12327	2797	8735000000	19
2017.06.01	10:00:00	1.12327	1.12370	1.12302	1.12355	2743	7656000000	19
2017.06.01	10:15:00	1.12355	1.12379	1.12259	1.12293	2766	9435500000	19
2017.06.01	10:30:00	1.12293	1.12310	1.12230	1.12278	2774	11741500000	19
2017.06.01	10:45:00	1.12278	1.12336	1.12256	1.12262	2591	12225000000	19
2017.06.01	11:00:00	1.12262	1.12327	1.12252	1.12312	2862	9825000000	19
2017.06.01	11:15:00	1.12312	1.12314	1.12237	1.12269	2750	17101500000	18
2017.06.01	11:30:00	1.12268	1.12311	1.12223	1.12295	2824	10525000000	19
2017.06.01	11:45:00	1.12295	1.12371	1.12277	1.12356	2974	10424500000	18
2017.06.01	12:00:00	1.12356	1.12356	1.12293	1.12316	2491	9019000000	19
2017.06.01	12:15:00	1.12316	1.12369	1.12277	1.12304	2402	6705000000	19
2017.06.01	12:30:00	1.12304	1.12319	1.12243	1.12263	2351	9051500000	18
2017.06.01	12:45:00	1.12263	1.12318	1.12257	1.12278	2459	8972500000	18
2017.06.01	13:00:00	1.12278	1.12282	1.12248	1.12251	2365	6907000000	19
2017.06.01	13:15:00	1.12251	1.12252	1.12169	1.12224	2960	16300500000	19
2017.06.01	13:30:00	1.12224	1.12241	1.12190	1.12204	2245	14007500000	18
2017.06.01	13:45:00	1.12204	1.12222	1.12177	1.12185	2380	14931000000	18
2017.06.01	14:00:00	1.12188	1.12248	1.12171	1.12183	3036	15159000000	18
2017.06.01	14:15:00	1.12180	1.12180	1.12022	1.12089	4814	14708000000	18
2017.06.01	14:30:00	1.12085	1.12154	1.12085	1.12128	3618	13304000000	18
2017.06.01	14:45:00	1.12127	1.12173	1.12109	1.12148	3007	18318000000	18
2017.06.01	15:00:00	1.12147	1.12191	1.12133	1.12189	3216	12524500000	19
2017.06.01	15:15:00	1.12189	1.12206	1.12144	1.12145	2851	11900500000	19
2017.06.01	15:30:00	1.12145	1.12212	1.12143	1.12207	3620	27805000000	18
2017.06.01	15:45:00	1.12207	1.12261	1.12178	1.12254	3476	13591500000	18
2017.06.01	16:00:00	1.12254	1.12345	1.12224	1.12246	4166	20900000000	18
2017.06.01	16:15:00	1.12246	1.12246	1.12200	1.12203	3013	11719000000	19
2017.06.01	16:30:00	1.12202	1.12209	1.12160	1.12192	3032	15444600000	18
2017.06.01	16:45:00	1.12192	1.12276	1.12183	1.12256	3709	14738000000	18
2017.06.01	17:00:00	1.12256	1.12260	1.12150	1.12169	3621	15413500000	18
2017.06.01	17:15:00	1.12169	1.12216	1.12163	1.12174	3074	11941000000	18
2017.06.01	17:30:00	1.12174	1.12189	1.12139	1.12139	2645	9667000000	19
2017.06.01	17:45:00	1.12139	1.12146	1.12091	1.12135	2530	15415500000	18
2017.06.01	18:00:00	1.12135	1.12153	1.12100	1.12153	2209	7042500000	18
2017.06.01	18:15:00	1.12153	1.12173	1.12114	1.12116	1514	5076500000	19
2017.06.01	18:30:00	1.12115	1.12128	1.12064	1.12065	1755	5818000000	18
2017.06.01	18:45:00	1.12065	1.12105	1.12062	1.12095	2040	8470000000	19
2017.06.01	19:00:00	1.12096	1.12118	1.12088	1.12108	1529	11003000000	20
2017.06.01	19:15:00	1.12108	1.12126	1.12095	1.12126	1617	5835000000	19
2017.06.01	19:30:00	1.12126	1.12133	1.12071	1.12079	1563	8479000000	18
2017.06.01	19:45:00	1.12079	1.12116	1.12068	1.12110	1605	6294000000	19
2017.06.01	20:00:00	1.12110	1.12133	1.12067	1.12089	1654	7788000000	20
2017.06.01	20:15:00	1.12089	1.12149	1.12083	1.12146	1835	9090000000	19
2017.06.01	20:30:00	1.12146	1.12167	1.12139	1.12167	1387	5410000000	20
2017.06.01	20:45:00	1.12167	1.12195	1.12144	1.12149	1966	11494000000	19
2017.06.01	21:00:00	1.12146	1.12158	1.12119	1.12150	1646	5692000000	19
2017.06.01	21:15:00	1.12150	1.12180	1.12138	1.12160	1227	6057000000	19
2017.06.01	21:30:00	1.12160	1.12165	1.12123	1.12146	1352	5799000000	19
2017.06.01	21:45:00	1.12146	1.12153	1.12112	1.12145	1871	5875000000	21
2017.06.01	22:00:00	1.12142	1.12144	1.12121	1.12136	1261	2347000000	20
2017.06.01	22:15:00	1.12136	1.12162	1.12124	1.12156	884	2377000000	19
2017.06.01	22:30:00	1.12156	1.12164	1.12146	1.12154	1063	2426000000	20
2017.06.01	22:45:00	1.12154	1.12154	1.12105	1.12122	1169	2157000000	20
2017.06.01	23:00:00	1.12130	1.12174	1.12121	1.12141	607	994500000	26
2017.06.01	23:15:00	1.12143	1.12149	1.12131	1.12142	535	994500000	26
2017.06.01	23:30:00	1.12141	1.12168	1.12136	1.12146	691	765000000	26
2017.06.01	23:45:00	1.12146	1.12155	1.12126	1.12142	1106	1671000000	24
2017.06.02	00:00:00	1.12142	1.12153	1.12138	1.12150	899	1894000000	24
2017.06.02	00:15:00	1.12150	1.12169	1.12145	1.12168	1492	3772000000	23
2017.06.02	00:30:00	1.12168	1.12179	1.12151	1.12178	1397	3403000000	23
2017.06.02	00:45:00	1.12178	1.12195	1.12177	1.12189	1072	1535000000	23
2017.06.02	01:00:00	1.12189	1.12191	1.12155	1.12160	947	1957000000	21
2017.06.02	01:15:00	1.12160	1.12170	1.12159	1.12169	646	1355000000	21
2017.06.02	01:30:00	1.12170	1.12191	1.12165	1.12170	677	1640000000	21
2017.06.02	01:45:00	1.12170	1.12191	1.12124	1.12130	892	2161000000	21
2017.06.02	02:00:00	1.12130	1.12182	1.12122	1.12175	2250	5893500000	21
2017.06.02	02:15:00	1.12175	1.12176	1.12143	1.12146	1452	4206000000	20
2017.06.02	02:30:00	1.12146	1.12152	1.12135	1.12145	1090	3654500000	20
2017.06.02	02:45:00	1.12145	1.12173	1.12143	1.12167	1267	3285000000	19
2017.06.02	03:00:00	1.12167	1.12210	1.12158	1.12210	1332	4074000000	20
2017.06.02	03:15:00	1.12209	1.12221	1.12189	1.12189	1402	4222000000	21
2017.06.02	03:30:00	1.12190	1.12200	1.12172	1.12179	1493	4524000000	20
2017.06.02	03:45:00	1.12179	1.12185	1.12159	1.12172	1445	6626000000	20
2017.06.02	04:00:00	1.12173	1.12189	1.12164	1.12182	1175	5053000000	21
2017.06.02	04:15:00	1.12182	1.12203	1.12178	1.12188	1178	4296000000	21
2017.06.02	04:30:00	1.12187	1.12187	1.12168	1.12180	1079	3253000000	21
2017.06.02	04:45:00	1.12180	1.12181	1.12159	1.12170	1182	5262000000	21
2017.06.02	05:00:00	1.12170	1.12191	1.12163	1.12165	990	2924000000	21
2017.06.02	05:15:00	1.12165	1.12166	1.12153	1.12154	1013	4989000000	23
2017.06.02	05:30:00	1.12154	1.12180	1.12153	1.12175	1052	13214000000	20
2017.06.02	05:45:00	1.12175	1.12186	1.12170	1.12186	648	2550000000	21
2017.06.02	06:00:00	1.12186	1.12186	1.12173	1.12180	566	2439000000	21
2017.06.02	06:15:00	1.12180	1.12180	1.12167	1.12173	746	2086000000	21
2017.06.02	06:30:00	1.12173	1.12187	1.12173	1.12180	742	1585000000	21
2017.06.02	06:45:00	1.12180	1.12202	1.12180	1.12196	892	2634000000	20
2017.06.02	07:00:00	1.12196	1.12205	1.12183	1.12184	1024	3338000000	21
2017.06.02	07:15:00	1.12184	1.12184	1.12159	1.12169	1375	3767000000	21
2017.06.02	07:30:00	1.12169	1.12196	1.12169	1.12195	1131	4338500000	21
2017.06.02	07:45:00	1.12195	1.12196	1.12163	1.12176	1237	3866000000	21
2017.06.02	08:00:00	1.12176	1.12217	1.12160	1.12195	2023	8373000000	19
2017.06.02	08:15:00	1.12195	1.12204	1.12175	1.12201	1654	4546500000	19
2017.06.02	08:30:00	1.12201	1.12204	1.12163	1.12175	1954	5381000000	18
2017.06.02	08:45:00	1.12175	1.12209	1.12175	1.12185	1918	7531000000	19
2017.06.02	09:00:00	1.12184	1.12220	1.12162	1.12190	2480	9492000000	19
2017.06.02	09:15:00	1.12190	1.12220	1.12180	1.12202	2676	9779000000	20
2017.06.02	09:30:00	1.12202	1.12283	1.12198	1.12265	2602	10187500000	19
2017.06.02	09:45:00	1.12265	1.12265	1.12150	1.12152	2514	8848000000	19
2017.06.02	10:00:00	1.12152	1.12225	1.12145	1.12225	2413	10730500000	18
2017.06.02	10:15:00	1.12225	1.12262	1.12207	1.12240	2313	13417000000	19
2017.06.02	10:30:00	1.12243	1.12269	1.12201	1.12218	2705	9448500000	19
2017.06.02	10:45:00	1.12218	1.12226	1.12193	1.12212	2124	10202500000	19
2017.06.02	11:00:00	1.12211	1.12239	1.12192	1.12207	2417	8732500000	19
2017.06.02	11:15:00	1.12206	1.12210	1.12178	1.12195	2107	8500000000	19
2017.06.02	11:30:00	1.12194	1.12238	1.12183	1.12214	2141	11840500000	19
2017.06.02	11:45:00	1.12214	1.12217	1.12169	1.12212	1957	8882000000	19
2017.06.02	12:00:00	1.12212	1.12244	1.12190	1.12227	2085	7267000000	19
2017.06.02	12:15:00	1.12227	1.12232	1.12183	1.12222	2223	8989500000	19
2017.06.02	12:30:00	1.12222	1.12227	1.12187	1.12201	2274	8044000000	19
2017.06.02	12:45:00	1.12201	1.12203	1.12155	1.12186	2498	9264000000	18
2017.06.02	13:00:00	1.12186	1.12203	1.12144	1.12144	2265	7147500000	18
2017.06.02	13:15:00	1.12144	1.12160	1.12104	1.12142	2653	12811000000	18
2017.06.02	13:30:00	1.12142	1.12151	1.12102	1.12122	2155	12805500000	18
2017.06.02	13:45:00	1.12122	1.12136	1.12051	1.12059	2985	11047500000	18
2017.06.02	14:00:00	1.12061	1.12172	1.12055	1.12165	3087	17533500000	18
2017.06.02	14:15:00	1.12164	1.12198	1.12145	1.12167	3199	10367000000	18
2017.06.02	14:30:00	1.12168	1.12781	1.12167	1.12764	6191	18891200000	18
2017.06.02	14:45:00	1.12761	1.12827	1.12630	1.12696	5504	15354500000	18
2017.06.02	15:00:00	1.12696	1.12720	1.12548	1.12622	4768	13888500000	18
2017.06.02	15:15:00	1.12622	1.12698	1.12579	1.12655	4074	11995000000	18
2017.06.02	15:30:00	1.12657	1.12760	1.12628	1.12667	4735	14000500000	18
2017.06.02	15:45:00	1.12670	1.12775	1.12658	1.12762	4070	14581500000	19
2017.06.02	16:00:00	1.12762	1.12796	1.12657	1.12676	4090	21944000000	18
2017.06.02	16:15:00	1.12676	1.12709	1.12608	1.12635	3583	11348000000	18
2017.06.02	16:30:00	1.12634	1.12702	1.12563	1.12702	3691	15752500000	19
2017.06.02	16:45:00	1.12702	1.12754	1.12691	1.12753	3574	11420000000	19
2017.06.02	17:00:00	1.12757	1.12767	1.12710	1.12750	3739	15450300000	18
2017.06.02	17:15:00	1.12750	1.12800	1.12734	1.12779	3594	12798100000	19
2017.06.02	17:30:00	1.12779	1.12817	1.12763	1.12766	3104	13766000000	18
2017.06.02	17:45:00	1.12766	1.12779	1.12673	1.12698	3052	10812500000	18
2017.06.02	18:00:00	1.12698	1.12747	1.12678	1.12712	2137	10541000000	19
2017.06.02	18:15:00	1.12712	1.12766	1.12675	1.12684	2199	9532960000	19
2017.06.02	18:30:00	1.12684	1.12726	1.12661	1.12722	2261	7941900000	19
2017.06.02	18:45:00	1.12722	1.12729	1.12658	1.12699	2311	10909300000	19
2017.06.02	19:00:00	1.12699	1.12736	1.12698	1.12713	2021	15102600000	18
2017.06.02	19:15:00	1.12713	1.12740	1.12701	1.12717	1671	11339400000	20
2017.06.02	19:30:00	1.12717	1.12723	1.12668	1.12698	1978	8995800000	19
2017.06.02	19:45:00	1.12696	1.12766	1.12695	1.12759	1829	5945500000	19
2017.06.02	20:00:00	1.12759	1.12774	1.12741	1.12770	1501	5522400000	19
2017.06.02	20:15:00	1.12770	1.12797	1.12766	1.12773	1672	8896600000	19
2017.06.02	20:30:00	1.12773	1.12791	1.12759	1.12770	1491	6427500000	19
2017.06.02	20:45:00	1.12770	1.12780	1.12740	1.12770	1921	6616900000	18
2017.06.02	21:00:00	1.12771	1.12782	1.12751	1.12755	1673	9798500000	19
2017.06.02	21:15:00	1.12756	1.12830	1.12754	1.12824	1799	8403800000	19
2017.06.02	21:30:00	1.12824	1.12851	1.12811	1.12828	1813	16594300000	19
2017.06.02	21:45:00	1.12828	1.12848	1.12799	1.12821	2109	8168700000	19
2017.06.02	22:00:00	1.12821	1.12839	1.12800	1.12813	1260	2957600000	21
2017.06.02	22:15:00	1.12813	1.12828	1.12807	1.12826	1116	2747800000	21
2017.06.02	22:30:00	1.12826	1.12850	1.12822	1.12842	1017	3789000000	19
2017.06.02	22:45:00	1.12833	1.12838	1.12797	1.12803	1290	2256800000	22
2017.06.04	23:00:00	1.12723	1.12762	1.12723	1.12752	130	177000000	59
2017.06.04	23:15:00	1.12752	1.12841	1.12750	1.12833	297	386000000	45
2017.06.04	23:30:00	1.12833	1.12834	1.12753	1.12772	334	438000000	72
2017.06.04	23:45:00	1.12772	1.12802	1.12750	1.12789	394	643000000	81
2017.06.05	00:00:00	1.12777	1.12842	1.12766	1.12784	2889	5920000000	32
2017.06.05	00:15:00	1.12784	1.12803	1.12747	1.12760	1329	2021000000	22
2017.06.05	00:30:00	1.12760	1.12770	1.12743	1.12760	1574	3353000000	23
2017.06.05	00:45:00	1.12760	1.12793	1.12733	1.12791	1411	2312000000	23
2017.06.05	01:00:00	1.12792	1.12793	1.12765	1.12768	1095	1908000000	22
2017.06.05	01:15:00	1.12768	1.12810	1.12760	1.12807	522	1300000000	23
2017.06.05	01:30:00	1.12807	1.12810	1.12776	1.12803	1101	2946000000	21
2017.06.05	01:45:00	1.12803	1.12811	1.12775	1.12775	1042	2032000000	20
2017.06.05	02:00:00	1.12776	1.12786	1.12732	1.12732	2174	3980500000	19
2017.06.05	02:15:00	1.12733	1.12760	1.12701	1.12715	1517	3586000000	20
2017.06.05	02:30:00	1.12715	1.12756	1.12702	1.12732	1308	4614000000	21
2017.06.05	02:45:00	1.12731	1.12743	1.12691	1.12725	1430	4324000000	20
2017.06.05	03:00:00	1.12726	1.12755	1.12718	1.12755	1263	5065000000	21
2017.06.05	03:15:00	1.12755	1.12771	1.12724	1.12736	1434	4202000000	20
2017.06.05	03:30:00	1.12736	1.12745	1.12705	1.12710	1558	3981000000	20
2017.06.05	03:45:00	1.12709	1.12725	1.12688	1.12695	1583	3875000000	20
2017.06.05	04:00:00	1.12695	1.12735	1.12695	1.12718	1237	3481000000	21
2017.06.05	04:15:00	1.12718	1.12723	1.12695	1.12708	1451	7567000000	20
2017.06.05	04:30:00	1.12708	1.12712	1.12669	1.12685	1139	3367000000	20
2017.06.05	04:45:00	1.12685	1.12739	1.12650	1.12737	1482	6130500000	20
2017.06.05	05:00:00	1.12737	1.12750	1.12715	1.12716	1470	3851000000	20
2017.06.05	05:15:00	1.12717	1.12717	1.12670	1.12676	1143	4727000000	20
2017.06.05	05:30:00	1.12676	1.12708	1.12675	1.12702	948	15790000000	20
2017.06.05	05:45:00	1.12702	1.12711	1.12686	1.12707	1087	3623000000	21
2017.06.05	06:00:00	1.12707	1.12712	1.12685	1.12691	732	2152000000	21
2017.06.05	06:15:00	1.12691	1.12699	1.12685	1.12696	682	2813000000	21
2017.06.05	06:30:00	1.12696	1.12697	1.12634	1.12662	1344	3055500000	21
2017.06.05	06:45:00	1.12662	1.12686	1.12657	1.12664	1032	3067000000	20
2017.06.05	07:00:00	1.12664	1.12665	1.12616	1.12640	1664	4867500000	20
2017.06.05	07:15:00	1.12640	1.12670	1.12630	1.12656	1113	3644000000	20
2017.06.05	07:30:00	1.12656	1.12656	1.12614	1.12625	1414	4213000000	20
2017.06.05	07:45:00	1.12625	1.12665	1.12619	1.12649	1259	4416500000	20
2017.06.05	08:00:00	1.12648	1.12683	1.12638	1.12659	2282	8114000000	19
