Licenciatura,1ero,Promedio,2do,3ero
Ingeniería en Sistemas Computacionales,10.0,5.433333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,9.033333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,7.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,6.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,2.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,1.5333333333333332,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,5.566666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,3.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,4.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,10.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,4.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,3.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,3.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,3.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,3.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,10.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,5.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,5.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,3.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,2.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,4.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,2.5,2.1666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,2.5,3.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.1,3.533333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.5,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,1.6666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.9,9.533333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,8.5,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.133333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.200000000000001,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,10.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,2.6333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.7,6.8999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.7,8.533333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.0,4.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.4,7.800000000000001,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.7,7.699999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.2,6.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.8,6.7,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,5.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.2,4.8999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,2.0,2.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.0,5.066666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.6,7.2,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.3,6.5,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.5,6.533333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,5.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.0,3.6666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.9,8.200000000000001,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.7,7.766666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.2,4.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.4,3.5,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.6,3.4666666666666663,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.200000000000001,7.733333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.6,6.2,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.4,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.000000000000001,7.3999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.4,8.799999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.2,8.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,2.6666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.6,6.3,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,7.733333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,6.533333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,5.733333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.000000000000001,6.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.9,4.7,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.466666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.2,5.2,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.800000000000002,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.4,5.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.000000000000001,6.133333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.200000000000001,7.533333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.199999999999998,7.266666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.2,3.6666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.8,3.8666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,5.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.800000000000002,6.366666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.8666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,1.0,0.9,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,1.6666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,3.8666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,8.133333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.9,7.7,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,7.6000000000000005,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,8.9,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.8,6.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,4.066666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.0,4.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.4,4.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.2,8.166666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.733333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,6.433333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.1,7.033333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.4,6.066666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,2.4,4.833333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.3,4.1000000000000005,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,6.8999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.7,7.7,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,7.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.5,2.1666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,1.0,1.2333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.566666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.233333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.4,4.3999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.6,5.566666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.1,4.366666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.3,8.299999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.7,8.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,8.833333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.799999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.8,8.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.7,9.233333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.4,3.9333333333333336,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,5.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.566666666666668,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.9,7.533333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.1,8.499999999999998,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,8.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,8.266666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.5,8.4,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.5,6.3,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.3,7.033333333333332,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,1.6666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,8.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.566666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.4,9.066666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,3.8333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.2,7.2,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.6,8.566666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.799999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,5.7,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.433333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,1.6666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,4.733333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,6.6000000000000005,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,3.733333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,8.566666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.299999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.166666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,7.400000000000001,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.8999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,9.133333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.233333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.433333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.733333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.3,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,9.766666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,4.866666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.766666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.633333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,9.533333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,4.533333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,7.733333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,9.1,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,4.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,2.6666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,1.6666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.5,8.1,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.0,5.166666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.5,4.833333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.5,6.2,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.2,6.033333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.4,7.033333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,4.166666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.2,7.599999999999999,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.1,7.833333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.7,6.766666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.5,5.766666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,2.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.4,4.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.4,8.633333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,5.6000000000000005,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,1.9666666666666668,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.199999999999998,6.166666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,6.633333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.766666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.433333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.199999999999998,4.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,6.5,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.799999999999999,6.266666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.2,4.066666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.8,3.0666666666666664,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.2,4.866666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.199999999999998,2.3999999999999995,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,5.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.000000000000001,6.266666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.3,7.033333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.4,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,3.4,4.966666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,4.8,5.6000000000000005,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.8,6.3,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.6,7.366666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.1,6.7,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.3,6.966666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.1,5.233333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.933333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.4,7.033333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,1.4,2.8333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.2,5.433333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.8,2.2666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,2.6666666666666665,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.1,7.033333333333332,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.1,8.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.5,8.1,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.5,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.5,8.3,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.7,8.466666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.4,8.6,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.166666666666666,6.444060097126665,6.363844233103997
