Licenciatura,1ero,Promedio,2do,3ero
Administración de Empresas,6.1,7.7,6.511363636363637,7.422727272727273
Administración de Empresas,7.33,8.443333333333333,6.511363636363637,7.422727272727273
Administración de Empresas,7.7,8.9,6.511363636363637,7.422727272727273
Administración de Empresas,9.16,9.053333333333333,6.511363636363637,7.422727272727273
Administración de Empresas,7.73,7.91,6.511363636363637,7.422727272727273
Administración de Empresas,9.66,9.553333333333333,6.511363636363637,7.422727272727273
Administración de Empresas,8.43,6.476666666666667,6.511363636363637,7.422727272727273
Administración de Empresas,8.4,8.466666666666667,6.511363636363637,7.422727272727273
Administración de Empresas,9.0,9.333333333333334,6.511363636363637,7.422727272727273
Administración de Empresas,7.03,2.3433333333333333,6.511363636363637,7.422727272727273
Administración de Empresas,9.43,8.81,6.511363636363637,7.422727272727273
Administración de Empresas,9.83,9.61,6.511363636363637,7.422727272727273
Administración de Empresas,7.83,6.276666666666666,6.511363636363637,7.422727272727273
Administración de Empresas,7.96,8.986666666666666,6.511363636363637,7.422727272727273
Administración de Empresas,6.0,5.333333333333333,6.511363636363637,7.422727272727273
Administración de Empresas,6.7,2.2333333333333334,6.511363636363637,7.422727272727273
Administración de Empresas,8.36,8.786666666666667,6.511363636363637,7.422727272727273
Administración de Empresas,7.73,8.91,6.511363636363637,7.422727272727273
Administración de Empresas,7.83,2.61,6.511363636363637,7.422727272727273
Administración de Empresas,8.3,8.766666666666667,6.511363636363637,7.422727272727273
Administración de Empresas,1.1,5.7,6.511363636363637,7.422727272727273
Administración de Empresas,8.03,8.343333333333334,6.511363636363637,7.422727272727273
Administración de Empresas,7.3,8.1,6.511363636363637,7.422727272727273
Administración de Empresas,9.53,9.343333333333334,6.511363636363637,7.422727272727273
Contaduria y Finanzas,9.23,8.41,7.659574468085107,6.971063829787231
Contaduria y Finanzas,9.27,8.78,7.659574468085107,6.971063829787231
Contaduria y Finanzas,0.0,0.0,7.659574468085107,6.971063829787231
Contaduria y Finanzas,9.73,9.36,7.659574468085107,6.971063829787231
Contaduria y Finanzas,7.0,7.3566666666666665,7.659574468085107,6.971063829787231
Contaduria y Finanzas,7.3,5.766666666666667,7.659574468085107,6.971063829787231
Contaduria y Finanzas,9.1,8.326666666666666,7.659574468085107,6.971063829787231
Contaduria y Finanzas,7.0,8.023333333333333,7.659574468085107,6.971063829787231
Contaduria y Finanzas,8.7,9.016666666666666,7.659574468085107,6.971063829787231
