,FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12,AÑO,MES
5413,2017-01-26,Recargas,1100116,1549816,1401058,168442,308547,277406,777171,708367,594166,282359,722229,1635705,2017,1
5414,2017-01-27,Recargas,1228067,1705646,1487838,194730,326553,325536,854912,794711,619380,325256,766600,1810233,2017,1
5415,2017-01-28,Recargas,1048099,1520313,1246855,160082,290274,235075,624818,734665,513895,304010,720945,1474769,2017,1
5416,2017-01-29,Recargas,623172,811858,695101,86972,169104,123066,302885,416344,285755,179846,503024,873614,2017,1
5417,2017-01-30,Recargas,1741821,2448942,2163063,288661,513416,560579,1257922,1138645,907562,539430,1296024,2425114,2017,1
5418,2017-01-31,Recargas,1584158,2043246,1896146,223073,410595,430660,1137017,911346,803216,402443,1001636,2089303,2017,1
5419,2017-02-01,Recargas,1377535,1809675,1733938,212034,358412,375860,1014663,840070,704863,367486,891946,1906236,2017,2
5420,2017-02-02,Recargas,1200071,1625494,1495650,183429,323512,317594,846618,745308,620565,315054,778573,1697264,2017,2
5421,2017-02-03,Recargas,1228817,1686604,1507410,199094,314754,355734,861381,788576,634013,318614,773560,1760537,2017,2
5422,2017-02-04,Recargas,1013657,1450023,1202898,158677,250325,229923,596046,694413,528020,278829,718258,1447372,2017,2
5423,2017-02-05,Recargas,552220,731648,634663,76666,141375,113967,272638,373892,259291,164769,440807,813792,2017,2
5424,2017-02-06,Recargas,700727,903986,768926,106583,189023,142112,374416,483467,338252,210662,558155,1016287,2017,2
5425,2017-02-07,Recargas,1567182,2226110,2004255,274128,447115,510188,1128911,1067214,785217,474945,1123395,2276324,2017,2
5426,2017-02-08,Recargas,1233705,1674047,1608530,196573,360541,342577,877028,775090,638930,335633,798008,1764234,2017,2
5427,2017-02-09,Recargas,1131941,1544359,1422775,169012,320967,304235,800927,693010,595425,301325,727587,1681128,2017,2
5428,2017-02-10,Recargas,1178525,1641939,1445863,186939,305152,337004,832232,714084,612641,306399,758499,1670968,2017,2
5429,2017-02-11,Recargas,1011136,1448887,1237030,167729,234939,242233,602987,688176,533061,281329,719299,1453397,2017,2
5430,2017-02-12,Recargas,620320,770337,722938,92143,144753,123919,315522,397333,287329,179274,497329,893763,2017,2
5431,2017-02-13,Recargas,1607005,2150748,2095215,278715,472247,486222,1161097,1030790,858428,502014,1197432,2301008,2017,2
5432,2017-02-14,Recargas,1354503,1773274,1628485,201960,322637,345426,949606,794913,656781,364319,858189,1923079,2017,2
5433,2017-02-15,Recargas,1530630,1930351,1809847,228040,420585,414566,1085093,929822,780953,412059,989422,2042294,2017,2
5434,2017-02-16,Recargas,1375660,1773947,1675586,208132,412174,393903,1012731,851654,727632,371987,900917,1926471,2017,2
5435,2017-02-17,Recargas,1317277,1735363,1600706,206609,366590,384926,932781,814842,642554,345668,821709,1890293,2017,2
5436,2017-02-18,Recargas,1057219,1453969,1274595,172803,297313,254904,652809,739959,578076,311281,763067,1563352,2017,2
5437,2017-02-19,Recargas,652742,814272,772183,91603,195074,129862,332530,432220,328162,198387,523570,963230,2017,2
5438,2017-02-20,Recargas,1650671,2223069,2101889,292844,559429,546423,1216631,1119983,863214,532032,1239638,2367575,2017,2
5439,2017-02-21,Recargas,1275160,1768937,1640038,201078,372991,366309,905595,813595,688586,368349,841694,1820006,2017,2
5440,2017-02-22,Recargas,1156145,1602456,1504700,177500,328717,310095,847716,742394,619371,311255,760182,1697129,2017,2
5441,2017-02-23,Recargas,1119389,1525559,1406300,168415,324251,300194,780368,708611,577730,297190,711758,1645535,2017,2
5442,2017-02-24,Recargas,1225417,1722112,1535467,194696,341529,360176,852026,789577,635546,333468,787194,1830908,2017,2
5443,2017-02-25,Recargas,1026362,1474082,1242595,166811,284566,240972,634820,730188,551725,302535,730306,1491460,2017,2
5444,2017-02-26,Recargas,593311,766203,698927,87522,179355,120438,299005,405073,297084,168204,478659,876658,2017,2
5445,2017-02-27,Recargas,1692160,2290894,2162873,287963,553554,539281,1221324,1135608,904146,543506,1261257,2407116,2017,2
5446,2017-02-28,Recargas,1571672,2110901,1926109,231107,445325,438178,1110314,956842,807351,422699,1007728,2128164,2017,2
5447,2017-03-01,Recargas,1418405,1879470,1775012,216735,405907,402351,1041008,889459,748619,393668,930582,1975775,2017,3
5448,2017-03-02,Recargas,1261281,1691437,1578942,188763,359538,340745,885429,773502,644228,344817,815069,1789096,2017,3
5449,2017-03-03,Recargas,1232395,1738622,1486335,210355,346879,363149,890497,802825,645143,347526,799048,1830780,2017,3
5450,2017-03-04,Recargas,1046671,1505930,1261610,169778,293978,237656,647865,710998,560559,314513,764963,1540128,2017,3
5451,2017-03-05,Recargas,620766,846104,723693,89314,183011,124520,317492,417874,317539,195222,515204,912887,2017,3
5452,2017-03-06,Recargas,1678782,2311062,2130851,288556,560222,546959,1201914,1105208,867543,539938,1245783,2377153,2017,3
5453,2017-03-07,Recargas,1285900,1779134,1591839,200167,378930,360809,932493,806929,677078,353529,856526,1827490,2017,3
5454,2017-03-08,Recargas,1170915,1586434,1465239,179178,324932,306958,821894,727271,611818,309031,746183,1697204,2017,3
5455,2017-03-09,Recargas,1134848,1506425,1403262,167944,323748,300140,786031,720263,573015,295172,718363,1698283,2017,3
5456,2017-03-10,Recargas,1234565,1694234,1468088,189078,334642,345141,828928,791865,645443,326552,773674,1817020,2017,3
5457,2017-03-11,Recargas,982455,1455070,1240921,165391,284112,239045,632382,723556,553242,305218,746741,1516821,2017,3
5458,2017-03-12,Recargas,572654,788112,672447,89424,177018,116086,303523,417516,286697,191409,501626,936803,2017,3
5459,2017-03-13,Recargas,1618938,2218954,2107646,285353,548549,535502,1186686,1074733,863845,530873,1223064,2341937,2017,3
5460,2017-03-14,Recargas,1388257,1865149,1770497,210208,402707,385065,1003873,871450,691521,387410,918909,1943572,2017,3
5461,2017-03-15,Recargas,1517806,1877707,1775018,215815,418280,390733,1043268,900456,711147,389362,908037,1988566,2017,3
5462,2017-03-16,Recargas,1379716,1727053,1673748,205975,398727,367515,981258,854013,700432,371796,874524,1930582,2017,3
5463,2017-03-17,Recargas,1296516,1736880,1559206,207392,371369,367655,927859,829473,675666,356644,816050,1857162,2017,3
5464,2017-03-18,Recargas,1033912,1431062,1248739,170341,297853,249516,642876,716035,558131,297719,753189,1517507,2017,3
5465,2017-03-19,Recargas,567063,733783,676926,83367,170705,101896,293240,383604,288798,169359,470742,904674,2017,3
5466,2017-03-20,Recargas,694577,856299,769090,103307,211529,132111,379641,460224,328260,207128,563401,1068473,2017,3
5467,2017-03-21,Recargas,1585711,2204348,1996649,266683,515787,497343,1174010,1034455,830082,484828,1144829,2266419,2017,3
5468,2017-03-22,Recargas,1253116,1646815,1595377,189199,359496,351872,896014,778819,648418,331338,821232,1783087,2017,3
5469,2017-03-23,Recargas,1121766,1511180,1417524,176010,332269,305770,782573,713519,567992,305027,712900,1678114,2017,3
5470,2017-03-24,Recargas,1181777,1590502,1422752,186120,326986,332966,827555,749912,596155,318001,731781,1768120,2017,3
5471,2017-03-25,Recargas,998520,1389964,1139442,165220,275307,224657,616123,680701,512824,285864,702187,1467761,2017,3
5472,2017-03-26,Recargas,580289,761802,673776,83724,175796,119187,299435,393669,286490,179936,480459,901070,2017,3
5473,2017-03-27,Recargas,1557516,2193808,2026558,274260,529671,526063,1187893,1078540,867030,512423,1203826,2345237,2017,3
5474,2017-03-28,Recargas,1267607,1727844,1649068,195615,368932,355802,923060,803548,657442,365163,835434,1850507,2017,3
5475,2017-03-29,Recargas,1226945,1606337,1537109,182336,339661,313109,837659,760046,605700,330553,772860,1738821,2017,3
5476,2017-03-30,Recargas,1311856,1689220,1554135,197200,362833,341220,895162,800624,658015,329194,812008,1839942,2017,3
5477,2017-03-31,Recargas,1499661,1891660,1724149,227415,403085,406065,1051256,929164,752794,391079,901054,2152833,2017,3
5478,2017-04-01,Recargas,1140609,1576748,1399998,190064,333178,232116,715046,792453,626120,331006,814286,1668934,2017,4
5479,2017-04-02,Recargas,652816,799677,724319,100643,195008,104248,329118,426835,297845,193764,524865,971083,2017,4
5480,2017-04-03,Recargas,1722761,2377638,2206143,294170,584106,497810,1273910,1151723,929055,562695,1306970,2480156,2017,4
5481,2017-04-04,Recargas,1265985,1778209,1663749,200978,374704,348860,921141,811924,696693,366685,853112,1855380,2017,4
5482,2017-04-05,Recargas,1200561,1577215,1511065,170634,330854,306489,792317,733935,613894,324710,754567,1712024,2017,4
5483,2017-04-06,Recargas,1156645,1521848,1397232,166664,318135,288283,749781,706609,577331,308718,714019,1710870,2017,4
5484,2017-04-07,Recargas,1159844,1616546,1450512,186412,327338,325319,820023,768544,611954,320655,737869,1775577,2017,4
5485,2017-04-08,Recargas,960574,1381010,1187542,156172,274515,211637,587820,699988,528580,273069,696116,1447557,2017,4
5486,2017-04-09,Recargas,557770,738565,668179,82981,171129,106034,279176,380701,271265,160700,445676,903734,2017,4
5487,2017-04-10,Recargas,1295816,1672400,1487963,192176,336503,325924,904024,807851,690378,377987,865843,1848148,2017,4
5488,2017-04-11,Recargas,1064114,1392124,1179684,146784,266599,236208,695065,642982,526879,267547,641832,1477898,2017,4
5489,2017-04-12,Recargas,1177961,1437240,1247521,155857,273317,245040,742578,694899,547711,291325,685594,1565587,2017,4
5490,2017-04-13,Recargas,762936,942955,833733,105389,205444,144684,431408,513665,370980,195110,509006,1050499,2017,4
5491,2017-04-14,Recargas,493497,571028,556978,60440,135643,92485,280087,344656,230097,140291,351041,751431,2017,4
5492,2017-04-15,Recargas,632530,794453,654761,88392,157427,106898,312411,413143,277424,166406,443958,862715,2017,4
5493,2017-04-16,Recargas,509202,600198,574997,70506,156678,86016,248847,317272,224612,152427,394437,755734,2017,4
5494,2017-04-17,Recargas,1621605,2141766,2089915,275861,520520,517715,1161781,1046719,841085,528130,1099315,2278987,2017,4
5495,2017-04-18,Recargas,1277293,1658233,1578640,190910,345969,351303,901986,776568,642953,344880,776856,1767823,2017,4
5496,2017-04-19,Recargas,1195899,1550163,1471921,174570,327814,301128,807491,709138,588854,316348,752936,1660073,2017,4
5497,2017-04-20,Recargas,1146559,1497828,1365088,170143,317351,291187,747500,685776,569799,290972,720798,1645416,2017,4
5498,2017-04-21,Recargas,1204712,1601710,1379289,187702,330709,320294,818930,748027,589932,322374,735747,1721972,2017,4
5499,2017-04-22,Recargas,1013095,1415279,1195312,159286,279980,223698,588569,688609,490937,292107,708992,1457484,2017,4
5500,2017-04-23,Recargas,599337,764193,699390,88965,181403,119123,294330,394797,269479,179980,470828,934849,2017,4
5501,2017-04-24,Recargas,1574870,2204698,2054605,280378,533743,512011,1113431,1083094,806195,501617,1173015,2290114,2017,4
5502,2017-04-25,Recargas,1270599,1725028,1611252,185266,354241,340278,890023,768975,643717,348784,804436,1790560,2017,4
5503,2017-04-26,Recargas,1158990,1554069,1496059,175185,316183,302624,796948,720790,582293,293956,715518,1676514,2017,4
5504,2017-04-27,Recargas,1174939,1559178,1449094,179232,325693,297035,784637,715287,584428,309167,721649,1703627,2017,4
5505,2017-04-28,Recargas,1420971,1831990,1620673,215363,387409,377305,975595,865595,687219,353977,817820,1966741,2017,4
5506,2017-04-29,Recargas,1079632,1507548,1325712,175273,317411,243984,678762,731005,575189,325284,739600,1591089,2017,4
5507,2017-04-30,Recargas,612406,760460,700634,83269,176754,120189,328532,391013,283689,186233,465846,992125,2017,4
5508,2017-05-01,Recargas,704792,831163,798658,102217,221468,128500,364672,455291,333325,207955,524816,993019,2017,5
5509,2017-05-02,Recargas,1636651,2343962,2125205,279942,545466,539446,1234380,1084414,876995,538109,1153333,2362898,2017,5
5510,2017-05-03,Recargas,1291989,1713423,1630375,193004,348259,342705,914804,780056,647032,352433,804338,1754297,2017,5
5511,2017-05-04,Recargas,1111122,1469098,1358015,168517,308846,293968,777401,691305,554815,300151,699425,1635166,2017,5
5512,2017-05-05,Recargas,1132937,1512562,1290274,167305,290642,280364,789020,711540,562631,306514,698804,1633722,2017,5
5513,2017-05-06,Recargas,970458,1395374,1139385,159288,272898,217762,584354,666986,500345,273976,686054,1443278,2017,5
5514,2017-05-07,Recargas,576337,769727,660626,85483,175866,109007,287366,392979,272148,176664,468138,856106,2017,5
5515,2017-05-08,Recargas,1527134,2142869,1942033,267595,506652,475613,1080790,1051738,821404,486429,1121338,2231347,2017,5
5516,2017-05-09,Recargas,1182344,1681892,1542190,160803,333649,327780,826111,755010,634416,336614,757234,1735493,2017,5
5517,2017-05-10,Recargas,934536,1210727,1130120,118321,240151,220539,585309,590141,484148,242516,592594,1398832,2017,5
5518,2017-05-11,Recargas,1134084,1560831,1457825,168677,334294,309292,772823,731538,598695,316817,745289,1726367,2017,5
5519,2017-05-12,Recargas,1264184,1726290,1554317,179165,348125,346065,873698,813276,641140,334249,766102,1885838,2017,5
5520,2017-05-13,Recargas,1014573,1429428,1284011,147980,300563,239218,635770,721293,554499,298668,762556,1500789,2017,5
5521,2017-05-14,Recargas,561558,741428,701199,77931,180572,116289,305812,390611,280597,177861,477350,887589,2017,5
5522,2017-05-15,Recargas,1715366,2158010,1995258,241899,454886,446278,1252109,1079772,863433,485873,1076996,2334149,2017,5
5523,2017-05-16,Recargas,1570074,2112116,1956542,237034,471934,461715,1136629,987278,822738,467558,1055393,2138941,2017,5
5524,2017-05-17,Recargas,1266392,1660134,1607483,189434,358515,342072,877722,782152,638780,344263,818671,1818412,2017,5
5525,2017-05-18,Recargas,1133449,1519881,1439598,171844,321859,303518,783504,720821,585985,303771,720673,1723733,2017,5
5526,2017-05-19,Recargas,1220284,1570530,1485749,185638,332689,337415,821158,775550,617975,330967,729031,1796640,2017,5
5527,2017-05-20,Recargas,1033511,1368775,1242238,158984,279984,232327,598396,691531,532743,289734,688123,1509671,2017,5
5528,2017-05-21,Recargas,616175,768005,718611,87235,182031,122200,280063,381857,289359,181616,469864,896347,2017,5
5529,2017-05-22,Recargas,1610084,2014099,2020330,270204,510984,492834,1040889,994158,832370,490312,1114315,2295389,2017,5
5530,2017-05-23,Recargas,1263720,1755666,1578685,191282,368223,315727,907372,787739,665124,350727,792774,1813751,2017,5
5531,2017-05-24,Recargas,1158463,1554107,1434941,175776,314642,305841,792724,710236,591504,306792,714986,1673101,2017,5
5532,2017-05-25,Recargas,1117971,1468562,1407757,163505,291236,285471,759655,654727,568686,265123,680535,1667704,2017,5
5533,2017-05-26,Recargas,1260665,1681633,1525618,192625,323843,347248,865712,770566,613031,299036,777181,1819231,2017,5
5534,2017-05-27,Recargas,1037505,1456554,1256883,152832,276226,241893,616476,688172,518298,281408,743261,1537119,2017,5
5535,2017-05-28,Recargas,607315,800214,727554,85261,177642,137375,300741,397446,280301,170684,486618,920155,2017,5
5536,2017-05-29,Recargas,1640154,2117459,1995839,256934,494165,491907,1154383,1014343,729099,427836,1119315,2304315,2017,5
5537,2017-05-30,Recargas,1493546,1862817,1731742,207222,396616,379988,1032136,874749,721645,366420,882601,1974961,2017,5
5538,2017-05-31,Recargas,1449690,1802776,1652421,203390,405736,373601,1013188,868827,701877,385189,899915,1969517,2017,5
5539,2017-06-01,Recargas,1340340,1724450,1624261,193798,376339,356334,933154,817459,694878,355304,823934,1838360,2017,6
5540,2017-06-02,Recargas,1230944,1739198,1553423,200246,355136,356397,899423,816140,644943,344055,787472,1872454,2017,6
5541,2017-06-03,Recargas,996053,1424265,1261817,162450,296612,238850,622196,722351,530413,297182,752460,1517110,2017,6
5542,2017-06-04,Recargas,565275,765769,713124,89177,181655,119385,296908,412062,283772,184567,478452,890240,2017,6
5543,2017-06-05,Recargas,1576093,2107981,1996613,267740,475803,489972,1182122,1059398,830585,472833,1125209,2289302,2017,6
5544,2017-06-06,Recargas,1278359,1687967,1547004,182765,352910,335284,910939,775035,641316,330319,796824,1767714,2017,6
5545,2017-06-07,Recargas,1145438,1534187,1413728,170061,302321,290351,796961,710851,570500,296381,722090,1656789,2017,6
5546,2017-06-08,Recargas,1121125,1515429,1367632,166992,307238,265452,772324,679079,559068,286052,694771,1667596,2017,6
5547,2017-06-09,Recargas,1228991,1669117,1478742,187737,328646,323061,845515,756472,592482,310371,741738,1827752,2017,6
5548,2017-06-10,Recargas,1015476,1434714,1192554,146952,278199,219840,612269,700426,536204,288139,730096,1487200,2017,6
5549,2017-06-11,Recargas,578822,767548,674759,79181,170517,111110,292036,379767,277811,167999,473556,870188,2017,6
5550,2017-06-12,Recargas,1560918,2106823,1918451,236415,480128,459002,1141114,1015999,827379,451257,1074110,2224608,2017,6
5551,2017-06-13,Recargas,1266191,1663715,1533204,174075,338384,324606,876100,773814,648437,327546,783287,1782433,2017,6
5552,2017-06-14,Recargas,1262505,1662654,1508843,170344,329846,315596,854614,774054,626620,310614,772126,1794368,2017,6
5553,2017-06-15,Recargas,1404969,1840182,1604739,187910,387245,359062,995640,864374,728115,357211,860069,1951847,2017,6
5554,2017-06-16,Recargas,1418964,1842500,1676601,213281,391140,396900,1001403,867855,727579,373027,873003,1994557,2017,6
5555,2017-06-17,Recargas,1065060,1502212,1252547,165618,301613,218732,635999,721611,544089,300857,763348,1553492,2017,6
5556,2017-06-18,Recargas,562543,700968,629648,76161,174121,108186,276304,354251,261602,162867,445993,844102,2017,6
5557,2017-06-19,Recargas,1596437,2101786,1910585,251630,476715,428247,1161469,991227,804538,462254,1050787,2204385,2017,6
5558,2017-06-20,Recargas,1248896,1647441,1517335,179304,342211,308241,878396,771492,653728,322767,752134,1749729,2017,6
5559,2017-06-21,Recargas,1136162,1512806,1385040,165174,299641,263564,786232,694791,582354,286019,679022,1657508,2017,6
5560,2017-06-22,Recargas,1111946,1469900,1327149,164517,299316,258858,755420,673416,567260,278588,675022,1629319,2017,6
5561,2017-06-23,Recargas,1202621,1614859,1434338,181637,322370,294539,823941,754445,622389,299352,727110,1758510,2017,6
5562,2017-06-24,Recargas,993894,1372200,1250959,156377,273309,210738,593518,706601,508081,290136,721146,1507381,2017,6
5563,2017-06-25,Recargas,571221,762262,692780,89769,182614,112873,293549,400561,280463,176081,467417,930492,2017,6
5564,2017-06-26,Recargas,1487831,1983179,1792075,240568,401693,386631,1059136,967434,798939,432460,983776,2147648,2017,6
5565,2017-06-27,Recargas,1190859,1616137,1403308,181540,324232,291368,851448,668543,622355,317743,731448,1727286,2017,6
5566,2017-06-28,Recargas,1123600,1466842,1381929,163355,285696,256699,652270,680942,561338,287124,688763,1655143,2017,6
5567,2017-06-29,Recargas,1255633,1597878,1431584,175174,291620,247394,527463,731898,601817,300202,748011,1709446,2017,6
5568,2017-06-30,Recargas,1490419,1903376,1638248,219011,344940,338623,1017687,881242,727907,371340,877514,2030185,2017,6
5569,2017-07-01,Recargas,1120954,1523916,1283716,172017,317313,226705,671899,757413,591003,320282,802115,1602614,2017,7
5570,2017-07-02,Recargas,623280,770735,699679,83558,194397,121428,306476,383179,285306,182571,501085,901205,2017,7
5571,2017-07-03,Recargas,1581084,2128794,1911868,272949,457056,419041,1188507,1026078,843179,473099,1088336,2267012,2017,7
5572,2017-07-04,Recargas,1247681,1631494,1419173,181327,331020,284275,882757,764652,620904,321774,766363,1727455,2017,7
5573,2017-07-05,Recargas,1165764,1539473,1346772,169919,298631,271837,797737,700851,583406,288757,714095,1642709,2017,7
5574,2017-07-06,Recargas,1122353,1477841,1323645,150698,292587,266167,763120,684741,556641,275073,686001,1617424,2017,7
5575,2017-07-07,Recargas,1178913,1578454,1348668,178442,311521,298911,815897,723090,608298,293044,713418,1734073,2017,7
5576,2017-07-08,Recargas,941443,1334508,1112661,155417,265552,203592,589176,664587,501622,274939,681858,1426549,2017,7
5577,2017-07-09,Recargas,536099,717421,634392,81226,161664,106706,273752,367316,252820,161389,450083,810988,2017,7
5578,2017-07-10,Recargas,1488451,1945844,1714223,241048,401657,390224,1078131,944391,780509,429138,974791,2125191,2017,7
5579,2017-07-11,Recargas,1175229,1570325,1331542,174659,295077,271833,807920,730250,612986,308175,727991,1685915,2017,7
5580,2017-07-12,Recargas,1096365,1477850,1284547,162017,281749,256153,773889,685492,567321,289185,698851,1629283,2017,7
5581,2017-07-13,Recargas,1134840,1526257,1317633,168057,297833,261631,760501,665644,520464,285270,677841,1644684,2017,7
5582,2017-07-14,Recargas,1419970,1752359,1523794,205014,357361,343419,965327,853012,624099,363013,815380,1967830,2017,7
5583,2017-07-15,Recargas,1128467,1501685,1285325,176363,291958,246767,683639,756164,566570,321430,809608,1598575,2017,7
5584,2017-07-16,Recargas,620819,759172,705223,93275,192582,120336,309661,409512,281605,194484,520890,905454,2017,7
5585,2017-07-17,Recargas,1572304,2059981,1858978,258333,453479,433105,1203236,1005717,804844,458589,1107576,2258002,2017,7
5586,2017-07-18,Recargas,1225002,1576462,1344590,173063,320501,271068,889524,733677,605432,330120,734821,1691793,2017,7
5587,2017-07-19,Recargas,1092877,1431781,1233207,164091,280748,250048,772260,658824,555293,285850,679780,1593911,2017,7
5588,2017-07-20,Recargas,1068940,1438878,1212187,155954,282991,243773,719877,645656,539833,265897,655155,1581321,2017,7
5589,2017-07-21,Recargas,1147670,1485435,1270672,167667,297048,286235,779884,708297,577093,295038,683985,1651293,2017,7
5590,2017-07-22,Recargas,962232,1344924,1113263,148876,264159,205774,563831,652659,478933,271677,683951,1420115,2017,7
5591,2017-07-23,Recargas,565148,695131,631323,80149,170937,113963,280371,359235,253630,154893,462624,830136,2017,7
5592,2017-07-24,Recargas,1432022,1839147,1636394,223759,398637,350698,1033797,866325,729945,411429,961132,2034374,2017,7
5593,2017-07-25,Recargas,1145517,1500160,1331371,160175,286464,267920,809130,689053,598113,309466,701978,1632485,2017,7
5594,2017-07-26,Recargas,1077015,1463453,1319530,155513,288740,259241,758203,669220,557673,301315,705503,1614041,2017,7
5595,2017-07-27,Recargas,1040715,1391025,1258538,156127,267146,242390,707544,622392,545262,270496,661153,1562890,2017,7
5596,2017-07-28,Recargas,1302903,1682733,1436653,185028,323930,310182,815691,766212,636978,328586,749499,1815010,2017,7
5597,2017-07-29,Recargas,1046101,1409167,1189265,157006,288799,220586,606101,674529,535863,297722,714215,1485377,2017,7
5598,2017-07-30,Recargas,629739,754663,690446,85192,183622,118184,302045,390270,278208,180797,484550,883538,2017,7
5599,2017-07-31,Recargas,1722702,2171165,1965716,254759,443805,468950,1225362,1059836,847580,496036,1123107,2338631,2017,7
5600,2017-08-01,Recargas,1401262,1836817,1678385,188785,356435,353968,983262,830928,708458,379369,862926,1939878,2017,8
5601,2017-08-02,Recargas,1215023,1587418,1461575,171546,312780,285670,818934,714321,606374,327705,768434,1709986,2017,8
5602,2017-08-03,Recargas,1130234,1466577,1346858,157429,311684,261024,738551,663410,550944,287161,704834,1627858,2017,8
5603,2017-08-04,Recargas,1192791,1557977,1424045,173511,318487,300138,822814,729133,594238,315589,745001,1749702,2017,8
5604,2017-08-05,Recargas,1010070,1425202,1168128,154351,283971,220652,603152,657263,519931,272956,714292,1478110,2017,8
5605,2017-08-06,Recargas,595260,789730,685834,88158,195275,127224,295830,388084,263736,174929,487559,903991,2017,8
5606,2017-08-07,Recargas,1490763,2216373,2033670,256383,496970,480331,1111288,972603,807760,489105,1158690,2341701,2017,8
5607,2017-08-08,Recargas,1266329,1741257,1603157,187616,358901,338586,871308,768972,643969,356570,816876,1816675,2017,8
5608,2017-08-09,Recargas,1183152,1546983,1482201,167390,319456,286869,768185,719561,593807,319978,746352,1672229,2017,8
5609,2017-08-10,Recargas,1094611,1424944,1341902,158075,305948,275391,739791,651035,534281,303997,690161,1613368,2017,8
5610,2017-08-11,Recargas,1223431,1656760,1474259,178669,339279,296904,834289,746715,604020,335342,768309,1805471,2017,8
5611,2017-08-12,Recargas,1052417,1450223,1228169,165722,300886,219765,602209,696698,522107,299625,742708,1511357,2017,8
5612,2017-08-13,Recargas,617059,804005,702338,90897,188746,124741,293050,398247,263188,183444,499475,918704,2017,8
5613,2017-08-14,Recargas,1746712,2349561,2211494,283275,560095,552246,1202465,1130615,859308,564522,1235591,2526602,2017,8
5614,2017-08-15,Recargas,1588077,2043054,1908572,225767,462524,432790,1114656,931138,770685,457461,1003764,2198824,2017,8
5615,2017-08-16,Recargas,1415787,1833763,1709950,210473,419671,375340,985531,846976,698898,404884,922705,1961948,2017,8
5616,2017-08-17,Recargas,1160675,1578616,1452663,185844,356318,321317,841435,715356,602263,342071,788218,1817233,2017,8
5617,2017-08-18,Recargas,1187106,1688594,1472747,195682,362445,342081,862971,742721,609249,335489,801641,1863678,2017,8
5618,2017-08-19,Recargas,1024078,1522589,1264222,168661,305566,233845,639532,728285,553895,315099,762903,1565176,2017,8
5619,2017-08-20,Recargas,606573,820887,724589,96101,192208,127551,317060,410490,285624,196160,518917,926590,2017,8
5620,2017-08-21,Recargas,1547477,2277837,2131259,277643,565443,538093,1163600,1052072,837031,561759,1226201,2384143,2017,8
5621,2017-08-22,Recargas,1214724,1766919,1609397,196454,382957,355547,889445,765277,673076,349445,814158,1850226,2017,8
5622,2017-08-23,Recargas,1111360,1590935,1479537,179500,332660,304738,822460,682368,619220,291949,742636,1717555,2017,8
5623,2017-08-24,Recargas,1026535,1540369,1404626,176996,327796,293093,779154,662124,597422,277564,707230,1694342,2017,8
5624,2017-08-25,Recargas,1168850,1658684,1478546,186803,348134,351982,860999,721778,610893,323051,745522,1817354,2017,8
5625,2017-08-26,Recargas,980738,1454596,1240540,156406,299478,231983,611858,687624,555069,301727,699402,1481001,2017,8
5626,2017-08-27,Recargas,596918,774510,706019,88414,180422,122315,330277,382479,296481,179626,436508,896829,2017,8
5627,2017-08-28,Recargas,1567700,2207868,2064175,279545,556493,542727,1166540,1008832,852952,547140,1171552,2425427,2017,8
5628,2017-08-29,Recargas,1271430,1733453,1624144,188638,377963,358827,884009,764808,652015,347414,804982,1876026,2017,8
5629,2017-08-30,Recargas,1309497,1630618,1596716,185394,355665,330067,921444,774243,650392,327207,772011,1889697,2017,8
5630,2017-08-31,Recargas,1352829,1796742,1631258,213293,392246,376213,986777,837041,696022,384149,752257,1987784,2017,8
5631,2017-09-01,Recargas,1391158,1856990,1669740,220446,422472,416811,1022282,836347,694405,415662,898249,2018118,2017,9
5632,2017-09-02,Recargas,1114916,1505669,1311995,171793,323874,254225,648397,731558,576851,322144,771320,1603925,2017,9
5633,2017-09-03,Recargas,624858,820618,714534,94444,193812,125274,322412,412963,302343,192320,507553,940836,2017,9
5634,2017-09-04,Recargas,1636507,2268755,2188646,294164,575038,559137,1191765,1071817,894462,568705,1278847,2494388,2017,9
5635,2017-09-05,Recargas,1265612,1756925,1603829,192127,382934,363153,887023,756268,667881,384112,814154,1894916,2017,9
5636,2017-09-06,Recargas,1158106,1575770,1485387,182751,343624,311637,795746,719622,594693,336966,756825,1770101,2017,9
5637,2017-09-07,Recargas,1121106,1535027,1404085,180451,328010,308743,757113,691552,579943,333028,727241,1754228,2017,9
5638,2017-09-08,Recargas,1120093,1464141,1327756,164016,303836,310987,751866,649466,569911,308824,645025,1629770,2017,9
5639,2017-09-09,Recargas,976433,1345765,1166083,138821,271998,215750,559128,621230,522525,285004,663065,1435032,2017,9
5640,2017-09-10,Recargas,581504,765476,668222,81375,179899,120269,280980,333801,287935,180433,460037,882890,2017,9
5641,2017-09-11,Recargas,1561692,2215999,2124221,262062,541409,546387,1111717,1049612,865951,539790,1176610,2466752,2017,9
5642,2017-09-12,Recargas,1229211,1718325,1624522,178379,370777,358636,882305,787425,665781,371974,776009,1881447,2017,9
5643,2017-09-13,Recargas,1130262,1575169,1501693,169072,328833,300275,811646,703459,614610,331228,732656,1780589,2017,9
5644,2017-09-14,Recargas,1239812,1639811,1460193,182959,352449,321886,866563,748964,612035,337897,766685,1864690,2017,9
