,FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12,AÑO,MES
0,2012-01-01,Boletos,648825,657120,466803,60120,242280,138525,138690,328383,176400,275370,472665,0,2012,1
1,2012-01-02,Boletos,1532940,1491780,1168590,165690,437025,286620,433323,777951,504600,514455,965385,0,2012,1
2,2012-01-03,Boletos,1398639,1482255,1143675,162360,388575,268770,432117,758661,503595,489090,887790,0,2012,1
3,2012-01-04,Boletos,1414041,1556265,1181085,171360,392190,270795,443070,799875,505575,521760,964290,0,2012,1
4,2012-01-05,Boletos,1407075,1593750,1200975,178830,384465,269055,447345,823911,515835,509055,988845,0,2012,1
5,2012-01-06,Boletos,1278015,1411710,1102785,155760,366705,259380,423645,720870,483240,475035,821970,0,2012,1
6,2012-01-07,Boletos,1281750,1386150,985140,144690,352950,212430,354171,704739,428550,451605,862980,0,2012,1
7,2012-01-08,Boletos,897705,869928,671742,90630,264870,151200,209679,454899,260535,331575,613875,0,2012,1
8,2012-01-09,Boletos,1470270,1574931,1342710,181815,446475,335415,522996,827742,566910,581160,960720,0,2012,1
9,2012-01-10,Boletos,1304460,1448166,1217808,161235,388800,287850,475824,738054,520845,508695,799080,0,2012,1
10,2012-01-11,Boletos,1282530,1414770,1193520,156450,379155,272850,459150,725070,508395,527325,836235,0,2012,1
11,2012-01-12,Boletos,1276770,1415370,1189257,157500,376080,279090,458646,735603,518745,486960,817155,0,2012,1
12,2012-01-13,Boletos,1391025,1539780,1261203,170295,399240,294390,496764,788424,546450,526620,876885,0,2012,1
13,2012-01-14,Boletos,1388286,1495275,1049409,153075,366810,235725,388095,735603,467295,470355,892620,0,2012,1
14,2012-01-15,Boletos,938274,942495,710934,91440,263190,156840,224355,471930,275175,326265,619950,0,2012,1
15,2012-01-16,Boletos,1537365,1657098,1404891,189840,458850,350925,549330,859770,598875,598035,991620,0,2012,1
16,2012-01-17,Boletos,1351155,1501752,1243701,162015,387060,297930,484920,764010,538515,512175,827415,0,2012,1
17,2012-01-18,Boletos,1347255,1489275,1207875,165810,378570,287040,484380,756870,518445,520020,842670,0,2012,1
18,2012-01-19,Boletos,1265670,1422465,1166178,159885,372690,273045,455085,730323,511080,482400,817170,0,2012,1
19,2012-01-20,Boletos,1364049,1523625,1224999,168675,399000,292410,488010,769296,534975,519960,869940,0,2012,1
20,2012-01-21,Boletos,1363200,1496850,1063869,155175,368040,232530,391905,732903,465150,464445,890745,0,2012,1
21,2012-01-22,Boletos,931416,923925,710256,92445,259845,153975,223146,473364,278220,322695,621915,0,2012,1
22,2012-01-23,Boletos,1491855,1642890,1399227,188535,469755,350325,535464,848484,586665,604515,973845,0,2012,1
23,2012-01-24,Boletos,1312851,1477965,1236261,165585,400710,300615,472695,746925,533850,516525,815970,0,2012,1
24,2012-01-25,Boletos,1304655,1479345,1243920,161835,399270,291150,473595,740055,518280,537030,854085,0,2012,1
25,2012-01-26,Boletos,1307514,1469604,1223472,162975,395880,290040,466155,741285,532410,505275,839385,0,2012,1
26,2012-01-27,Boletos,1439010,1626186,1310568,174435,423525,313575,502665,815673,558300,547380,924570,0,2012,1
27,2012-01-28,Boletos,1415400,1634883,1164510,157050,379035,240930,401634,768612,493830,498615,925485,0,2012,1
28,2012-01-29,Boletos,936978,937302,710559,90780,254490,146760,222201,466896,280590,325485,601560,0,2012,1
29,2012-01-30,Boletos,1563627,1663680,1471644,187590,479430,367110,558555,871107,612765,621600,1019250,0,2012,1
30,2012-01-31,Boletos,1436730,1589925,1361031,174450,420090,317370,514320,795714,559035,551310,876555,0,2012,1
31,2012-02-01,Boletos,1406175,1560210,1321386,173325,417600,306495,493590,792498,552795,567600,914985,0,2012,2
32,2012-02-02,Boletos,1300050,1434480,1232100,177270,397185,289905,462918,737310,522345,502590,853320,0,2012,2
33,2012-02-03,Boletos,1476555,1656585,1341429,183495,427125,312360,533532,815085,548970,547950,943830,0,2012,2
34,2012-02-04,Boletos,1384035,1525515,1114665,152520,380100,232425,402435,740310,475350,481710,930285,0,2012,2
35,2012-02-05,Boletos,894693,923526,701349,90990,251250,150510,214455,458613,279240,323340,613695,0,2012,2
36,2012-02-06,Boletos,1002807,995700,740544,107595,282315,160845,242094,507435,310020,344715,696600,0,2012,2
37,2012-02-07,Boletos,1432110,1603104,1404801,183960,448875,347805,538371,829152,584160,591570,937095,0,2012,2
38,2012-02-08,Boletos,1314225,1476621,1248612,163425,389040,296115,486765,764490,531660,540375,872340,0,2012,2
39,2012-02-09,Boletos,1283970,1440819,1219815,162840,387750,292260,473430,745665,520500,511890,840060,0,2012,2
40,2012-02-10,Boletos,1271055,1393575,1201218,160530,391200,296040,478800,714804,504600,515610,835815,0,2012,2
41,2012-02-11,Boletos,1334928,1453824,1058484,152145,358380,232620,381180,717609,467220,465225,882270,0,2012,2
42,2012-02-12,Boletos,894816,897786,697920,91695,246915,153330,218505,459498,282045,321495,625470,0,2012,2
43,2012-02-13,Boletos,1523886,1655475,1440357,193440,472245,366825,552165,874962,602910,630120,1039425,0,2012,2
44,2012-02-14,Boletos,1381440,1570800,1313682,177765,417600,321855,506460,811404,560175,561705,920415,0,2012,2
45,2012-02-15,Boletos,1400070,1546305,1310634,174225,432030,333945,519915,806628,562950,577995,920850,0,2012,2
46,2012-02-16,Boletos,1367634,1533045,1297065,171660,420270,317415,502245,792345,559215,541020,896430,0,2012,2
47,2012-02-17,Boletos,1414536,1593180,1323135,175680,442140,321405,515463,809811,556665,559620,928845,0,2012,2
48,2012-02-18,Boletos,1380666,1524225,1113927,157380,384135,244500,405162,745749,478260,493530,915765,0,2012,2
49,2012-02-19,Boletos,949122,975615,726987,95280,269655,154575,228645,482472,290340,351480,637890,0,2012,2
50,2012-02-20,Boletos,1510842,1638912,1433769,193185,490545,360375,550008,862317,590955,617160,1014705,0,2012,2
51,2012-02-21,Boletos,1321950,1480278,1274478,167010,431745,305130,494907,765897,537510,530460,835290,0,2012,2
52,2012-02-22,Boletos,1275921,1453263,1233696,164085,410925,297210,474120,745809,521280,547365,858990,0,2012,2
53,2012-02-23,Boletos,1276899,1455207,1227369,165525,410295,292740,467910,753120,530490,518925,855240,0,2012,2
54,2012-02-24,Boletos,1420710,1575900,1333245,173970,448050,322185,511425,824250,555255,554355,921390,0,2012,2
55,2012-02-25,Boletos,1358541,1495836,1100766,149715,380505,242370,394935,736890,482025,488100,900450,0,2012,2
56,2012-02-26,Boletos,909219,934644,727533,92280,270840,161130,225300,473535,290460,339765,622320,0,2012,2
57,2012-02-27,Boletos,1488690,1631160,1441650,187995,491145,363855,540810,864378,593280,628335,1017390,0,2012,2
58,2012-02-28,Boletos,1383210,1613025,1361463,170820,443835,317760,502500,812211,565275,553125,878520,0,2012,2
59,2012-02-29,Boletos,1391955,1560105,1316547,170415,434685,312705,517680,809931,568830,573195,909495,0,2012,2
60,2012-03-01,Boletos,1382415,1553985,1308531,172485,431730,315345,508065,799485,578295,547065,905055,0,2012,3
61,2012-03-02,Boletos,1440189,1636965,1341642,178290,423090,319335,515610,857490,567435,586740,936030,0,2012,3
62,2012-03-03,Boletos,1476060,1676910,1219629,160155,400080,251340,425100,795705,521820,539625,980310,0,2012,3
63,2012-03-04,Boletos,961650,1020789,783702,99300,271200,157440,248115,493050,324585,361005,650475,0,2012,3
64,2012-03-05,Boletos,1503231,1663224,1437099,190785,473220,363615,555228,870480,600900,636540,1028145,0,2012,3
65,2012-03-06,Boletos,1327335,1481502,1277712,167340,405420,305700,487767,758760,532815,529290,841920,0,2012,3
66,2012-03-07,Boletos,1301259,1473075,1238265,163155,388980,293895,470955,750495,527835,546945,865905,0,2012,3
67,2012-03-08,Boletos,1283526,1453770,1214325,165150,391080,289485,467415,752385,527670,505665,848985,0,2012,3
68,2012-03-09,Boletos,1370685,1560060,1289181,174720,417990,306435,496485,787665,544155,535185,912330,0,2012,3
69,2012-03-10,Boletos,1398159,1546275,1116603,160020,385230,248100,399750,759510,501255,494385,923085,0,2012,3
70,2012-03-11,Boletos,941061,951090,735024,98160,269535,156180,235575,492330,297150,342555,633780,0,2012,3
71,2012-03-12,Boletos,1491510,1611612,1447821,187695,476055,358965,550110,855915,604410,615225,1004730,0,2012,3
72,2012-03-13,Boletos,1326465,1490715,1274061,168705,408480,307140,497190,770160,541650,539940,847710,0,2012,3
73,2012-03-14,Boletos,1369215,1546488,1287726,181245,408390,299370,506100,807255,557415,561555,909450,0,2012,3
74,2012-03-15,Boletos,1431879,1628505,1335189,188130,424230,312330,528000,828420,575700,584625,918480,0,2012,3
75,2012-03-16,Boletos,1520706,1740105,1399842,188700,444630,328785,548595,868485,595350,568740,983400,0,2012,3
76,2012-03-17,Boletos,1442934,1569165,1132254,162375,406335,243030,407535,763365,503610,520305,998550,0,2012,3
77,2012-03-18,Boletos,932586,968265,717399,96480,262920,153585,228600,478515,302070,335820,621510,0,2012,3
78,2012-03-19,Boletos,994155,980745,736641,110685,290055,159435,243870,517020,316500,347940,712980,0,2012,3
79,2012-03-20,Boletos,1375635,1545075,1375629,176745,458490,345180,528135,808353,567555,480465,912630,0,2012,3
80,2012-03-21,Boletos,1287501,1446180,1237500,163575,394020,295320,471705,757212,523140,384000,865230,0,2012,3
81,2012-03-22,Boletos,1277244,1446540,1226460,163230,398175,283800,468105,742035,528885,470925,846420,0,2012,3
82,2012-03-23,Boletos,1352976,1545210,1279488,172305,415665,306945,497955,768165,576255,520515,901050,0,2012,3
83,2012-03-24,Boletos,1341537,1500744,1110855,156375,378030,234765,399690,744291,515295,499140,893985,0,2012,3
84,2012-03-25,Boletos,923442,943836,725424,96405,263115,147615,231060,493791,325125,332550,622035,0,2012,3
85,2012-03-26,Boletos,1452750,1579620,1395423,187020,463935,352965,535581,832248,586635,587295,985185,0,2012,3
86,2012-03-27,Boletos,1303395,1464780,1264725,164430,403320,301290,496944,752070,543375,516615,830100,0,2012,3
87,2012-03-28,Boletos,1316601,1518915,1282905,164160,403020,297465,485085,767910,551730,543030,869175,0,2012,3
88,2012-03-29,Boletos,1336074,1477155,1253589,169920,404040,299070,480570,780750,550875,518055,862425,0,2012,3
89,2012-03-30,Boletos,1496880,1672035,1366158,181860,444750,324660,528561,859782,592689,568785,974250,0,2012,3
90,2012-03-31,Boletos,1558020,1722600,1238628,172410,436215,256290,450279,831828,552621,547335,1032705,0,2012,3
91,2012-04-01,Boletos,1070220,1063935,819333,107520,307485,163860,269970,560130,320790,369495,672330,0,2012,4
92,2012-04-02,Boletos,1515705,1533903,1257828,168960,411840,285390,482835,792012,551355,536250,912210,0,2012,4
93,2012-04-03,Boletos,1367805,1437987,1109460,148875,371340,247005,433935,720261,499185,469695,776655,0,2012,4
94,2012-04-04,Boletos,1382205,1444005,1094574,147450,379200,239910,420510,727647,487860,510765,844755,0,2012,4
95,2012-04-05,Boletos,1007760,1010313,726030,102345,315030,151575,258480,583845,324525,294915,631980,0,2012,4
96,2012-04-06,Boletos,651042,636897,489981,66210,217890,108540,171570,456282,215100,223200,457935,0,2012,4
97,2012-04-07,Boletos,896358,902079,627768,89655,246840,124665,202650,463977,266730,287865,573810,0,2012,4
98,2012-04-08,Boletos,815715,715032,559458,75420,262665,114555,176820,382857,223005,277290,521235,0,2012,4
99,2012-04-09,Boletos,1528290,1572237,1369143,177390,473985,331605,502245,808305,560265,581580,975540,0,2012,4
100,2012-04-10,Boletos,1408545,1532007,1281261,167520,432030,300480,466740,753558,536925,521355,834450,0,2012,4
101,2012-04-11,Boletos,1396770,1500660,1253874,162270,413025,293295,463770,746211,530340,545475,878235,0,2012,4
102,2012-04-12,Boletos,1407165,1524738,1255995,160590,410145,289245,456810,768330,533025,512850,846840,0,2012,4
103,2012-04-13,Boletos,1493025,1620582,1317285,172365,437520,311220,500040,812628,549525,547230,928590,0,2012,4
104,2012-04-14,Boletos,1414848,1548438,1117956,155550,399435,243810,399690,754644,492090,498225,926070,0,2012,4
105,2012-04-15,Boletos,990192,947889,730872,97500,288495,154920,227805,488535,304905,344640,658410,0,2012,4
106,2012-04-16,Boletos,1535700,1665987,1459596,199695,491175,374190,563715,880335,614820,626310,1041240,0,2012,4
107,2012-04-17,Boletos,1344720,1487439,1263948,166515,415530,312060,494025,759840,548805,524220,834990,0,2012,4
108,2012-04-18,Boletos,1340730,1496973,1247466,166080,402720,297285,492930,758163,550095,541845,864630,0,2012,4
109,2012-04-19,Boletos,1299255,1477527,1223892,160320,393345,283830,469920,738900,528000,507360,836745,0,2012,4
110,2012-04-20,Boletos,1386300,1560084,1274664,175605,414060,306645,500790,785223,543825,534090,900915,0,2012,4
111,2012-04-21,Boletos,1402110,1531614,1115223,159600,382440,233700,400845,754821,484425,502320,918900,0,2012,4
112,2012-04-22,Boletos,934395,943779,721743,96975,263685,145050,228705,480387,287445,337740,626595,0,2012,4
113,2012-04-23,Boletos,1493910,1609047,1412355,190560,465525,350700,545355,849690,597165,599370,1002270,0,2012,4
114,2012-04-24,Boletos,1310925,1469583,1242471,166650,403035,297030,477720,739893,537345,512325,824760,0,2012,4
115,2012-04-25,Boletos,1312125,1465815,1239429,167370,395205,288195,474225,746211,536730,530835,859836,0,2012,4
116,2012-04-26,Boletos,1301940,1466100,1231455,164655,393165,295620,474270,752640,539745,507540,858399,0,2012,4
117,2012-04-27,Boletos,1449198,1617072,1322988,179505,442965,318345,521775,828618,589005,548955,950130,0,2012,4
118,2012-04-28,Boletos,1446207,1624182,1193934,158415,405720,239145,413175,770373,518610,507885,958110,0,2012,4
119,2012-04-29,Boletos,977760,1051491,759123,98955,267645,149535,242490,493749,308130,347205,655890,0,2012,4
120,2012-04-30,Boletos,1524465,1576482,1317825,170670,418935,296040,501885,814824,564975,557580,992370,0,2012,4
121,2012-05-01,Boletos,1014285,1068159,786954,111345,289350,164520,272685,543801,369315,345615,667005,0,2012,5
122,2012-05-02,Boletos,1433100,1588314,1372881,180450,441300,333150,529965,827130,578460,590640,962925,0,2012,5
123,2012-05-03,Boletos,1328145,1499373,1260321,167670,401670,293370,482010,778425,540675,517290,866790,0,2012,5
124,2012-05-04,Boletos,1407795,1577112,1291176,173550,417990,305595,504090,792159,552930,534360,915990,0,2012,5
125,2012-05-05,Boletos,1362600,1491450,1076226,153570,372270,220575,384000,722079,467310,471765,911550,0,2012,5
126,2012-05-06,Boletos,945045,931890,705207,99075,266340,150345,234630,476442,299550,332925,637890,0,2012,5
127,2012-05-07,Boletos,1523820,1666149,1436526,192135,464880,350235,557685,854946,606435,613200,1010940,0,2012,5
128,2012-05-08,Boletos,1375605,1566756,1305168,173325,414840,304410,505845,770295,552315,555825,857775,0,2012,5
129,2012-05-09,Boletos,1348875,1552137,1287081,176700,405465,293985,492735,770184,560760,565095,903630,0,2012,5
130,2012-05-10,Boletos,1194975,1242153,1017675,149085,345375,225750,409290,710355,488910,455895,788190,0,2012,5
131,2012-05-11,Boletos,1395540,1567020,1294071,172860,420480,305370,505305,809355,560700,547455,919935,0,2012,5
132,2012-05-12,Boletos,1385775,1488150,1089204,150510,390210,228000,398175,735618,488160,481590,902595,0,2012,5
133,2012-05-13,Boletos,902355,882870,685605,91095,268530,142875,216165,463101,285990,320745,608955,0,2012,5
134,2012-05-14,Boletos,1627920,1681953,1450245,175260,441030,330870,551565,911895,611400,604755,1011345,0,2012,5
135,2012-05-15,Boletos,1509900,1629402,1306725,170910,405570,288510,527175,824538,573975,538710,881970,0,2012,5
136,2012-05-16,Boletos,1419885,1576710,1343883,176580,431775,321660,535125,829338,580635,584370,943380,0,2012,5
137,2012-05-17,Boletos,1353555,1509672,1281246,167520,401865,295545,500535,778635,558060,522840,874710,0,2012,5
138,2012-05-18,Boletos,1429905,1612983,1308858,175500,422670,303315,513045,812157,558000,543810,935820,0,2012,5
139,2012-05-19,Boletos,1443660,1580985,1121733,157800,387315,232425,406095,773433,488505,495855,932385,0,2012,5
140,2012-05-20,Boletos,976245,977166,740265,98115,273150,153885,236805,502860,301890,340695,650040,0,2012,5
141,2012-05-21,Boletos,1520325,1654398,1468785,192765,469170,354180,558117,863172,610140,608610,1005255,0,2012,5
142,2012-05-22,Boletos,1337340,1499556,1284474,170475,406935,301260,505053,765051,546450,537795,836190,0,2012,5
143,2012-05-23,Boletos,1329495,1483560,1238256,165585,395970,297885,507420,759222,538725,552885,868305,0,2012,5
144,2012-05-24,Boletos,1292505,1451616,1224021,163665,390840,292245,478230,749940,543150,505575,839760,0,2012,5
145,2012-05-25,Boletos,1419780,1625349,1332834,173895,424800,312195,524235,822219,564780,548205,927525,0,2012,5
146,2012-05-26,Boletos,1427550,1561389,1146888,159345,420660,257055,417375,771810,528315,510090,936135,0,2012,5
147,2012-05-27,Boletos,968328,946551,737856,99675,289320,169080,236445,489162,298605,353145,633480,0,2012,5
148,2012-05-28,Boletos,1541337,1721205,1476936,192570,477960,351660,572283,890379,616800,618438,1002030,0,2012,5
149,2012-05-29,Boletos,1362990,1539000,1297170,167670,404970,306060,515412,782307,555195,521637,846090,0,2012,5
150,2012-05-30,Boletos,1388625,1560645,1291500,170670,401550,305085,509595,809223,566850,554205,897600,0,2012,5
151,2012-05-31,Boletos,1422060,1594065,1312065,173205,408270,312330,531030,825735,574290,542235,910440,0,2012,5
152,2012-06-01,Boletos,1495005,1678200,1359921,184785,439650,325155,550350,870795,581895,573090,966360,0,2012,6
153,2012-06-02,Boletos,1583475,1725045,1236471,168615,412875,247575,444351,863856,537885,531870,1005075,0,2012,6
154,2012-06-03,Boletos,994155,1002015,766755,103830,287505,157665,240579,520140,312825,357120,670440,0,2012,6
155,2012-06-04,Boletos,1581690,1690140,1447044,194295,474120,360330,587415,880866,618435,606675,1028310,0,2012,6
156,2012-06-05,Boletos,1354410,1546788,1285503,167055,414450,303375,516345,785343,559245,527640,845565,0,2012,6
157,2012-06-06,Boletos,1355055,1537542,1265622,168870,394920,290055,505710,777567,546885,558645,881520,0,2012,6
158,2012-06-07,Boletos,1318260,1524420,1248807,168345,394980,300030,477165,770943,544665,513165,868590,0,2012,6
159,2012-06-08,Boletos,1414704,1654596,1310775,176850,421050,315930,505965,820110,566325,558585,927270,0,2012,6
160,2012-06-09,Boletos,1445931,1615587,1143618,165960,393150,243555,408000,793950,507645,503430,964005,0,2012,6
161,2012-06-10,Boletos,1005231,1038090,762180,100980,272850,170715,218175,520230,315945,342135,672480,0,2012,6
162,2012-06-11,Boletos,1394274,1706427,1447578,196350,464955,366600,580425,909336,686760,602970,1011975,0,2012,6
163,2012-06-12,Boletos,1331085,1516230,1262577,165000,399435,305115,490740,770349,566295,517875,827205,0,2012,6
164,2012-06-13,Boletos,1327020,1507872,1249461,167790,395880,306345,477300,775383,547410,537075,867420,0,2012,6
165,2012-06-14,Boletos,1376505,1543674,1267833,169515,396810,304290,482970,810117,566115,522615,883440,0,2012,6
166,2012-06-15,Boletos,1519368,1709997,1374231,185145,439380,327270,533580,874290,613200,562500,971520,0,2012,6
167,2012-06-16,Boletos,1502277,1686333,1218918,169815,412875,254010,437025,816195,544725,549750,974040,0,2012,6
168,2012-06-17,Boletos,948450,982692,767319,103515,310245,182190,234525,523260,318045,374490,647835,0,2012,6
169,2012-06-18,Boletos,1554915,1690302,1439901,196395,468840,362925,577995,894432,622320,594465,1025295,0,2012,6
170,2012-06-19,Boletos,1345545,1507485,1253016,165135,392430,300855,489615,771522,552510,510255,815025,0,2012,6
171,2012-06-20,Boletos,1314360,1474467,1228812,162930,382140,294240,482745,757767,534885,524040,857100,0,2012,6
172,2012-06-21,Boletos,1306926,1468638,1209687,163965,385830,290325,473160,764874,535275,500655,843450,0,2012,6
173,2012-06-22,Boletos,1405374,1548729,1261749,175170,404115,303510,496530,809430,550095,523695,905280,0,2012,6
174,2012-06-23,Boletos,1444785,1567476,1116150,158325,382575,241455,389580,807585,500421,496605,931200,0,2012,6
175,2012-06-24,Boletos,968655,949653,714765,95430,266940,157770,214725,496011,296244,339705,642780,0,2012,6
176,2012-06-25,Boletos,1512360,1648557,1410129,189405,445860,339555,559305,890016,610350,593940,988320,0,2012,6
177,2012-06-26,Boletos,1355340,1507899,1260900,166815,390030,297720,491910,788454,555750,507405,826680,0,2012,6
178,2012-06-27,Boletos,1426410,1614666,1294995,176520,390060,291345,482385,847218,550830,528735,867885,0,2012,6
179,2012-06-28,Boletos,1381890,1558266,1271151,166080,391290,292050,479415,817296,550500,507735,855030,0,2012,6
180,2012-06-29,Boletos,1528020,1674819,1335240,176745,421110,318330,531015,877935,588375,556215,949440,0,2012,6
181,2012-06-30,Boletos,1530495,1599978,1168761,166575,398220,250920,416280,822675,515910,516435,982695,0,2012,6
182,2012-07-01,Boletos,869715,800037,650808,91830,258300,142515,196170,445932,277635,319365,602970,0,2012,7
183,2012-07-02,Boletos,1591860,1692225,1415826,195450,458340,345645,583575,906426,622995,597585,1031310,0,2012,7
184,2012-07-03,Boletos,1421145,1563795,1265214,169725,397770,294720,504150,816549,554715,539085,853185,0,2012,7
185,2012-07-04,Boletos,1378230,1535253,1228080,164085,385155,283590,481935,801618,535890,525975,882960,0,2012,7
186,2012-07-05,Boletos,1338990,1491732,1187823,162690,388875,278220,467730,774165,537630,478860,849090,0,2012,7
187,2012-07-06,Boletos,1381605,1520727,1210704,169530,401640,287985,482700,794745,541350,489075,884235,0,2012,7
188,2012-07-07,Boletos,1440420,1509735,1099875,159570,390735,244110,383505,792705,480990,262515,921435,0,2012,7
189,2012-07-08,Boletos,953535,911691,702063,98295,280635,164445,208125,481614,293640,157275,638535,0,2012,7
190,2012-07-09,Boletos,1569015,1646832,1374381,183735,451590,331860,548595,868530,602940,327675,986100,0,2012,7
191,2012-07-10,Boletos,1409205,1528470,1237236,165135,393420,289275,491430,783291,543165,271350,823230,0,2012,7
192,2012-07-11,Boletos,1411395,1542330,1244163,163680,393120,283380,478050,795909,559365,276675,886170,0,2012,7
193,2012-07-12,Boletos,1404570,1497927,1211331,161910,394350,279630,462990,793221,549345,270690,847695,0,2012,7
194,2012-07-13,Boletos,1514610,1624692,1288245,173685,424410,300735,507540,842850,580545,282795,917895,0,2012,7
195,2012-07-14,Boletos,1468695,1536906,1104180,161010,404670,247080,402780,782565,497040,247215,924720,0,2012,7
196,2012-07-15,Boletos,1011240,954720,752193,100005,293880,187440,220275,492249,300720,156675,660540,0,2012,7
197,2012-07-16,Boletos,1649100,1720830,1404264,192870,462165,342585,583170,887847,619440,325305,1016220,0,2012,7
198,2012-07-17,Boletos,1452390,1561575,1237743,168915,400080,289545,504495,786618,557415,267645,853530,0,2012,7
199,2012-07-18,Boletos,1408545,1509363,1203510,162945,388860,280830,477060,777741,537555,276825,892110,0,2012,7
200,2012-07-19,Boletos,1397946,1508649,1180074,162765,385515,275670,464985,774195,540450,254580,853845,0,2012,7
201,2012-07-20,Boletos,1467474,1590804,1222728,172980,403395,290160,488715,810750,556065,273015,898545,0,2012,7
202,2012-07-21,Boletos,1440885,1544583,1098558,161460,395535,246795,402030,763071,503085,237285,918975,0,2012,7
203,2012-07-22,Boletos,1021269,998814,756009,100395,292920,177420,228345,509790,293805,154200,652245,0,2012,7
204,2012-07-23,Boletos,1577547,1646742,1383978,185340,451725,331755,546705,851775,611505,310350,977910,0,2012,7
205,2012-07-24,Boletos,1405344,1505340,1225905,163560,394725,288180,483855,763965,544980,260475,815550,0,2012,7
206,2012-07-25,Boletos,1396020,1511391,1242435,162525,393045,289845,477420,777192,542640,264420,873315,0,2012,7
207,2012-07-26,Boletos,1390545,1481697,1225725,158580,396705,282405,481950,760902,538860,262275,849675,0,2012,7
208,2012-07-27,Boletos,1509315,1597845,1320765,173550,421320,298980,492045,816885,568020,283290,925620,0,2012,7
209,2012-07-28,Boletos,1467420,1606290,1153254,158925,408600,256140,394425,776205,507120,245115,926775,0,2012,7
210,2012-07-29,Boletos,1010760,973608,754221,100950,294915,185670,227790,489720,297360,156570,648870,0,2012,7
211,2012-07-30,Boletos,1676835,1756809,1496409,194970,510795,375570,578025,912909,652740,344955,1060065,0,2012,7
212,2012-07-31,Boletos,1544625,1668435,1379886,178950,455445,335895,537030,839214,595620,301440,908730,0,2012,7
213,2012-08-01,Boletos,1544970,1679853,1403658,179025,441615,333345,529440,848364,598770,307620,981855,0,2012,8
214,2012-08-02,Boletos,1500495,1652706,1341864,173055,439170,316425,493815,827733,580260,294870,942210,0,2012,8
215,2012-08-03,Boletos,1544220,1686357,1356045,178455,445410,321525,510390,847680,587685,301950,983085,0,2012,8
216,2012-08-04,Boletos,1477755,1613949,1159473,168840,411465,272625,415665,779505,516585,249738,968895,0,2012,8
217,2012-08-05,Boletos,1057935,1014504,785076,107745,307365,193845,226875,518370,309060,164472,696075,0,2012,8
218,2012-08-06,Boletos,1681200,1848621,1617015,212370,538260,407430,598539,933351,672420,372720,1127805,0,2012,8
219,2012-08-07,Boletos,1469343,1632465,1387578,177690,448680,337380,511656,810396,583245,300510,897960,0,2012,8
220,2012-08-08,Boletos,1463982,1654266,1380048,176445,440010,328065,511815,820827,571635,307050,960525,0,2012,8
221,2012-08-09,Boletos,1443885,1580979,1331778,175350,437400,325605,500805,806346,583380,300360,915990,0,2012,8
222,2012-08-10,Boletos,1475250,1594083,1342062,181170,450030,332430,509640,825015,575310,310350,933975,0,2012,8
223,2012-08-11,Boletos,1473210,1596126,1145883,164295,412080,268290,396975,771345,486990,247032,912465,0,2012,8
224,2012-08-12,Boletos,1016625,983136,744801,102945,285600,172095,218220,495012,291930,152058,658830,0,2012,8
225,2012-08-13,Boletos,1664745,1839300,1607376,213075,527970,410685,604560,956874,657300,372690,1128330,0,2012,8
226,2012-08-14,Boletos,1550895,1734225,1454418,191400,467310,359355,541575,901554,605730,321765,954690,0,2012,8
227,2012-08-15,Boletos,1580970,1781025,1476522,192240,469170,359055,558840,891300,626430,333435,1025370,0,2012,8
228,2012-08-16,Boletos,1559133,1743090,1439949,191760,466890,345735,549345,894030,608790,329715,1000065,0,2012,8
229,2012-08-17,Boletos,1589913,1790895,1461564,199635,472500,357405,555330,885675,616110,334830,1016205,0,2012,8
230,2012-08-18,Boletos,1579167,1748250,1224822,181290,418800,262845,422310,819570,521025,261525,987750,0,2012,8
231,2012-08-19,Boletos,1080537,1052046,794880,112725,295980,180345,237465,536370,310215,163950,697530,0,2012,8
232,2012-08-20,Boletos,1609170,1768944,1573902,209490,526980,402930,608820,927900,649845,386370,1109580,0,2012,8
233,2012-08-21,Boletos,1398165,1589460,1370028,184605,442350,332685,532185,813855,579525,316020,898290,0,2012,8
234,2012-08-22,Boletos,1386153,1580019,1349559,179820,427950,325935,518625,813120,581490,302955,926850,0,2012,8
235,2012-08-23,Boletos,1337967,1523316,1288911,177630,421530,318870,499410,786405,570330,290280,879630,0,2012,8
236,2012-08-24,Boletos,1447440,1620885,1367634,185940,448050,341910,530955,830625,587280,311325,950070,0,2012,8
237,2012-08-25,Boletos,1521690,1695135,1213182,175110,400410,265485,421320,811710,523710,276480,959100,0,2012,8
238,2012-08-26,Boletos,1026660,1019550,766356,107070,281100,169650,231255,503880,317895,298125,656310,0,2012,8
239,2012-08-27,Boletos,1597380,1786725,1597581,209625,523830,405705,622965,929424,668835,588975,1105785,0,2012,8
240,2012-08-28,Boletos,1417800,1656495,1429182,184005,441480,345090,541680,842376,606660,520590,912435,0,2012,8
241,2012-08-29,Boletos,1397910,1582764,1351494,180120,432900,331680,518190,825300,584295,521220,930165,0,2012,8
242,2012-08-30,Boletos,1416450,1612041,1387584,182265,443565,340860,547170,856155,607155,510255,932415,0,2012,8
243,2012-08-31,Boletos,1568580,1779750,1486050,198270,478815,369270,587085,934785,649110,550740,1025145,0,2012,8
