Geo Point;Geo Shape;clasif_15;vel_15;clasif_19;vel_19;Nombre;Inicia;Termina;Shape_Leng;Mixta
19.4022778787, -99.1996201787;"{""type"": ""LineString"", ""coordinates"": [[-99.21270447601502, 19.399732970657144], [-99.21260034990486, 19.399736738085743], [-99.2125710124157, 19.399740139670307], [-99.21252408364465, 19.39974556356594], [-99.21242224441146, 19.39976852603557], [-99.21146846776736, 19.400100491532196], [-99.21096396013215, 19.400265587185945], [-99.21075857315633, 19.400316182755077], [-99.21047851721222, 19.400358319849854], [-99.21030942279386, 19.40040007241994], [-99.20983677421012, 19.40051908514504], [-99.2083611809072, 19.400769043718377], [-99.2070873485521, 19.40095594452232], [-99.20504213944524, 19.401229618923725], [-99.20447599139298, 19.401269668982792], [-99.20366923057459, 19.401389819351206], [-99.20236709094338, 19.401483269215014], [-99.20185048149429, 19.40154334394191], [-99.20148956181637, 19.401650143484687], [-99.20053524190851, 19.402006900325787], [-99.20047709346639, 19.40202945184854], [-99.20025216769103, 19.402116683282404], [-99.1987533763921, 19.40275051625191], [-99.19827968453525, 19.402957438893637], [-99.19804864384801, 19.403018915417157], [-99.19760918856761, 19.403086394960802], [-99.19636080461402, 19.403244603784515], [-99.19590759215428, 19.40329232239444], [-99.19536206620016, 19.403352396340004], [-99.19496199121626, 19.403413608634395], [-99.19465490624133, 19.403469487919786], [-99.19407016639494, 19.40353829924145], [-99.19287703826473, 19.40365262343958], [-99.19225869458057, 19.403733216637097], [-99.19093090523334, 19.403906268895295], [-99.18989632703322, 19.40395966848702], [-99.18951553594111, 19.403966343208523], [-99.18919918657552, 19.403956397436794], [-99.18878059825082, 19.403953413894847], [-99.18779064065487, 19.4039304482324], [-99.1875992108701, 19.40392600709713], [-99.18641573600743, 19.403857569255283]]}";Arteria principal;50;Arteria principal;50;Av. Observatorio;Av. Constituyentes;Av. Jalisco;2.82129831495;No
19.3779227531, -99.0866525637;"{""type"": ""LineString"", ""coordinates"": [[-99.09609390297459, 19.378819872768254], [-99.09542058304133, 19.379097586468212], [-99.09522672631377, 19.379188179447027], [-99.09467761628581, 19.379269559530083], [-99.09367332520267, 19.379335284385007], [-99.0927948457961, 19.379365121130686], [-99.09042047662264, 19.379303520867232], [-99.08907765514077, 19.379280127733235], [-99.0882059423026, 19.379248364243686], [-99.08542037111906, 19.37921118083327], [-99.08442099467413, 19.37916517744245], [-99.08303138456428, 19.379103577862903], [-99.0827828890452, 19.379066845996714], [-99.08259621407286, 19.378992812275193], [-99.0823253142364, 19.37885955616365], [-99.08209239339843, 19.378675207276306], [-99.08190967561217, 19.37845186933982], [-99.08182053479037, 19.378248643255642], [-99.08172791589026, 19.378124539400275], [-99.0816835848304, 19.377918151740733], [-99.08163338173328, 19.377621229150563], [-99.0817523629983, 19.375214968916605], [-99.08173774531235, 19.374635806836622], [-99.08173774576767, 19.374166959314348], [-99.08175236296809, 19.373973904950113], [-99.08177231038596, 19.37350872842577], [-99.081777161894, 19.37329821021435], [-99.08178692807964, 19.37273283070758], [-99.08176500207526, 19.372346716881538], [-99.0817450542464, 19.372182593789663], [-99.0816263283307, 19.372028541917356], [-99.08147633624827, 19.371914581734234]]}";Arteria principal;50;Arteria principal;50;Abarrotes y Viveres;Eje 4 Oriente Canal Rio Churubusco;Eje 6 Sur Trabajadores Sociales;2.26621277528;No
19.4165706265, -99.1704656854;"{""type"": ""LineString"", ""coordinates"": [[-99.16631429709489, 19.412776650328713], [-99.16652695228204, 19.41274430191129], [-99.16795703756594, 19.41317490455611], [-99.16879223438785, 19.414217197014224], [-99.16965438334769, 19.41539893660749], [-99.17002243976033, 19.41588716406873], [-99.17036166222107, 19.416337136019095], [-99.17125223168682, 19.41751845867206], [-99.17218627020245, 19.41870981294574], [-99.17376395806724, 19.42072208229098], [-99.17410146186688, 19.421194682288938]]}";Arteria principal;50;Arteria principal;50;Av. Sonora;Eje 1 Sur Av. Chapultepec;Av. de los Insurgentes Sur;1.27737618454;No
19.4834751656, -99.1140297731;"{""type"": ""LineString"", ""coordinates"": [[-99.11444130715033, 19.482519490461417], [-99.11434374967288, 19.482555182118755], [-99.114291401286, 19.482640842586154], [-99.11389165191058, 19.483890060056346], [-99.11370605421958, 19.484501580816822]]}";Arteria principal;50;Arteria principal;50;5 de Febrero;Fray Juan de Zumarraga;Eje 5 Norte Calzada San Juan de Aragon;0.23679949986;No
19.4113978604, -99.0886082919;"{""type"": ""LineString"", ""coordinates"": [[-99.09034500260779, 19.408316414919213], [-99.08930698893047, 19.410127563089056], [-99.08852523132754, 19.411544353788017], [-99.08825178315071, 19.412025865233996], [-99.08721611806558, 19.413914930832725], [-99.08702011335932, 19.414227331179436], [-99.08687600493543, 19.414476854095167], [-99.08687397883679, 19.414480201564928]]}";Arteria principal;50;Arteria principal;50;Calle 47;Viaducto Rio de la Piedad;Calzada Ignacio Zaragoza;0.77336385811;No
19.307787939, -99.1003058589;"{""type"": ""LineString"", ""coordinates"": [[-99.09945588722688, 19.32045810924413], [-99.09964139659004, 19.317886454823753], [-99.0998854659185, 19.313415568583043], [-99.10006641072248, 19.310428651680407], [-99.1001794346627, 19.308733285547564], [-99.1002828853034, 19.30659920590531], [-99.10077430049685, 19.301232035118456], [-99.1008932729226, 19.299950175274308], [-99.10104792288098, 19.298235719359983], [-99.10136925765347, 19.295134666823078]]}";Arteria principal;50;Arteria principal;50;Canal Nacional;Anillo Periferico Boulevard Adolfo Ruiz Cortinez;Candelaria Perez;2.80972331088;No
19.4355812505, -99.1677787071;"{""type"": ""LineString"", ""coordinates"": [[-99.16967648912122, 19.436299879498506], [-99.16914348917965, 19.436107143945346], [-99.16862872949443, 19.435920923783318], [-99.16806826221945, 19.43571436282334], [-99.16774703541682, 19.43558051862726], [-99.16710256479158, 19.43530539454005], [-99.16588726236542, 19.434845891769445]]}";Arteria principal;50;Arteria principal;50;Av. Parque Via;Circuito Interior Melchor Ocampo;Manuel Maria Contreras;0.42917672337;No
19.3264656795, -99.2322072755;"{""type"": ""LineString"", ""coordinates"": [[-99.20889771607081, 19.33604740485026], [-99.20926764287425, 19.335923608648567], [-99.21087595979184, 19.3356662380281], [-99.21224914389903, 19.33543549170658], [-99.21304859981134, 19.33530236864607], [-99.21381043446644, 19.335089371118876], [-99.21441237758, 19.33498287251892], [-99.21508956360168, 19.334858624279263], [-99.21635928788827, 19.334601252131815], [-99.21637809938348, 19.334610127033226], [-99.21663204364233, 19.334512502696786], [-99.21792998444612, 19.33381138239812], [-99.21906803329173, 19.333261134044793], [-99.21977343535029, 19.332915009367753], [-99.22027192062743, 19.332613259440368], [-99.22060110759402, 19.332471258589642], [-99.22086445805131, 19.332347008462435], [-99.22113721381018, 19.332267133279313], [-99.22155104998946, 19.33206300680549], [-99.22191785928686, 19.331858880610433], [-99.22235050617034, 19.33161037885307], [-99.22246337029196, 19.331521627678693], [-99.22249158673225, 19.331388501740257], [-99.22252920783929, 19.331308625684564], [-99.22258563974832, 19.33122875015479], [-99.22266088344679, 19.331219874924788], [-99.22365785215824, 19.331645878884125], [-99.22380833770502, 19.33166362875662], [-99.22398703913962, 19.33168137908925], [-99.22413752514463, 19.331654753711565], [-99.22448552427412, 19.33154825291785], [-99.22506865687716, 19.33126424974632], [-99.22594335583993, 19.330909246261648], [-99.22702497211448, 19.33048323977265], [-99.22864269546257, 19.32981760367447], [-99.22947036708295, 19.329480346393904], [-99.22979015005296, 19.329329468038082], [-99.23023220165736, 19.329160839155158], [-99.23061782189285, 19.32892120850656], [-99.23121035977253, 19.32853069817469], [-99.23183111409756, 19.328095810325983], [-99.23217911254329, 19.327811801342417], [-99.23311964926405, 19.327048525232843], [-99.2354051531818, 19.325282326080863], [-99.23680655251366, 19.324181770625575], [-99.23791638582456, 19.323294220177505], [-99.23864059840707, 19.32266405609988], [-99.23901681348147, 19.32230015800993], [-99.23948708130898, 19.321874129813146], [-99.23974181996691, 19.321620384558333], [-99.23982567500497, 19.321536856362442], [-99.23991972824946, 19.321448100188192], [-99.24023010533388, 19.321084198521362], [-99.24038059170816, 19.32102206940995], [-99.24112361481559, 19.32051615629001], [-99.24135874969937, 19.32033864269855], [-99.24148101881134, 19.320258760980185], [-99.24158447816173, 19.320241010279858], [-99.24195128727648, 19.320134502047125], [-99.24249679887672, 19.320081247435564], [-99.242835392121, 19.320019117391574], [-99.24336209196652, 19.31990373296543], [-99.24394522481843, 19.319868230045543], [-99.24432143972471, 19.319877106377703], [-99.24454716786082, 19.3198327271604], [-99.24493278800625, 19.319593082667307], [-99.24520554341508, 19.31946882290167], [-99.24524316513406, 19.31938006573936], [-99.24534662465608, 19.319238053557523], [-99.24576986546406, 19.31890965011329], [-99.24634359334927, 19.31842148256072], [-99.24692672581287, 19.317986568179155], [-99.24756629057343, 19.317560528634516], [-99.24795191087547, 19.31738301199395], [-99.2482810987087, 19.317294252639236], [-99.24880779887404, 19.317152239514822], [-99.24928747221412, 19.317036853399664], [-99.24983298315554, 19.316868211215432], [-99.2504913594504, 19.316708445270763], [-99.250792330437, 19.31666406620697], [-99.2510556813048, 19.31662856244529], [-99.25148832798807, 19.316539804049338], [-99.25173286686984, 19.316548679438068], [-99.2519868121865, 19.316601934561902], [-99.25230659503617, 19.31660193453588], [-99.25255113415615, 19.31653092808083], [-99.25299318627566, 19.316380037897137], [-99.25308724013522, 19.31642441708606], [-99.25330356337555, 19.316495423930135], [-99.25351048176275, 19.316566431835117], [-99.25379264245403, 19.316566431772173], [-99.25421588403835, 19.316557555321708], [-99.25460150398219, 19.31661968679101], [-99.2550529613663, 19.316771383606362]]}";Arteria principal;50;Arteria principal;50;Av. San Bernabe;Av. Queretaro;Dalias;5.52842149596;No
19.4409019858, -99.2033795907;"{""type"": ""LineString"", ""coordinates"": [[-99.21593522003161, 19.442102170278034], [-99.21552793476826, 19.4420842140909], [-99.21525663068763, 19.44207389483229], [-99.21441739672589, 19.44202751544943], [-99.21262029669576, 19.441896783229236], [-99.21168998900262, 19.44182299589523], [-99.20980772033667, 19.441119406244443], [-99.20830372487175, 19.440506310785388], [-99.20776327906547, 19.44033631875662], [-99.20622457755405, 19.44027866329131], [-99.20492585967014, 19.440221849058517], [-99.2042477037677, 19.44019218170989], [-99.20247463082494, 19.44008648129769], [-99.20215873860182, 19.440105699551623], [-99.20189379670185, 19.440144136040427], [-99.20157790400656, 19.440221008866402], [-99.20078307905794, 19.440557327700056], [-99.2002022441262, 19.440787946501043], [-99.19996787319295, 19.440855210396982], [-99.19977426160699, 19.440903255782704], [-99.19960103032997, 19.440932082612104], [-99.19929532750258, 19.44098012874538], [-99.19908133612579, 19.441018564821935], [-99.19832727117927, 19.44101856452694], [-99.19188062912954, 19.4407070352395], [-99.19116650394872, 19.440672524836334], [-99.19072833074715, 19.440558955258677]]}";Arteria principal;50;Arteria principal;50;Boulevard Miguel de Cervantes Saavedra;Anillo Periferico Boulevard Manuel Avila Camacho;Rio San Joaquin;2.69965359692;No
19.5243171696, -99.1409101081;"{""type"": ""LineString"", ""coordinates"": [[-99.1421215000445, 19.528971012831377], [-99.14199846003488, 19.5288367416775], [-99.1418689439852, 19.528604817448546], [-99.1409493834456, 19.52721937180621], [-99.14059969146442, 19.52657852286416], [-99.14054788498407, 19.526401525477773], [-99.14047665133349, 19.525583675806967], [-99.14028237732623, 19.52312399745846], [-99.1402499993135, 19.52250754535025], [-99.14024999860969, 19.522324440964105], [-99.14025647475506, 19.522226785026334], [-99.14028885319641, 19.522141336257114], [-99.14041836870688, 19.521836160548297], [-99.14065797261846, 19.521598122885376], [-99.14118031776395, 19.52117483416567], [-99.14155639441096, 19.520870074071283], [-99.14171700770876, 19.520691614578073], [-99.14188357021537, 19.52043582299189], [-99.14217475571404, 19.519819765804893]]}";Arteria principal;50;Arteria principal;50;Av. Puerto Mazatlan;Av. Cuautepec;Av. Cuautepec;1.13393484293;No
19.4529747142, -99.1493019695;"{""type"": ""LineString"", ""coordinates"": [[-99.16375908946296, 19.45579891446214], [-99.16334921527817, 19.455728170330048], [-99.16271223984513, 19.45565378835946], [-99.16091796519328, 19.45533371442523], [-99.15826292435928, 19.454967913785374], [-99.15180659228454, 19.454051966330578], [-99.15165563119899, 19.454030547006752], [-99.1506857532043, 19.453916233974407], [-99.15001896267226, 19.453790488971595], [-99.14576606297022, 19.452477147801435], [-99.14446641198353, 19.452075777513105], [-99.14369050911421, 19.451847148551224], [-99.14251453269631, 19.45149277177573], [-99.14113245670806, 19.45110409973884], [-99.14056265326448, 19.450921195076926], [-99.13913208319251, 19.450281026779773], [-99.1383930172082, 19.44993865942013], [-99.13565264605771, 19.448669164139037], [-99.13530351474884, 19.448508197189195]]}";Arteria principal;50;Arteria principal;50;Av. Ricardo Flores Magon;Circuito Interior Instituto Tecnico Industrial;Paseo de la Reforma;3.11485283875;No
19.39742575, -99.1827522586;"{""type"": ""LineString"", ""coordinates"": [[-99.18491710524962, 19.399949355734083], [-99.18471120922364, 19.399728890646003], [-99.1838366565352, 19.398784002979063], [-99.18290645045867, 19.39770412499292], [-99.18216705635506, 19.396729229285633], [-99.18133591662594, 19.39558558782171], [-99.18092678160662, 19.395146885722102], [-99.18057511717575, 19.394943584230735]]}";Arteria principal;50;Arteria principal;50;Puente de la Morena;Viaducto Rio Becerra;Viaducto Miguel Aleman;0.72076603364;No
19.4702878638, -99.1800232496;"{""type"": ""LineString"", ""coordinates"": [[-99.18421117713588, 19.46927637079541], [-99.18331996209174, 19.46951210300287], [-99.17867974699078, 19.470655770652403], [-99.17853504590211, 19.47069143301913], [-99.17686220942251, 19.470968503232143], [-99.17580157944215, 19.4711373883141]]}";Arteria principal;50;Arteria principal;50;Av. Salonica;Eje 2 Norte Heliopolis;Av. de las Granjas;0.90705927948;No
19.5061758757, -99.148254011;"{""type"": ""LineString"", ""coordinates"": [[-99.1569614346107, 19.50286012621976], [-99.15093611600625, 19.50514077692461], [-99.1451420626507, 19.507340313998608], [-99.13957053624084, 19.50955337906133]]}";Arteria principal;50;Arteria principal;50;Av. Miguel Othon de Mendizabal;Eje 1 Poniente Calzada Vallejo;Av. Miguel Bernard;1.96942377934;No
19.2999430347, -99.1617441069;"{""type"": ""LineString"", ""coordinates"": [[-99.21071413669743, 19.33130839117564], [-99.21094970367244, 19.330744458904757], [-99.2112320300305, 19.329718607599936], [-99.21264565753891, 19.327042432855905], [-99.2133284711892, 19.32617398169018], [-99.21407065877362, 19.32551563642061], [-99.22046278888969, 19.321094894179854], [-99.22057222595303, 19.321019208097603], [-99.2209284769617, 19.320640999015094], [-99.22116597642882, 19.320318819122072], [-99.22132925769944, 19.31981453664068], [-99.22149253910267, 19.319296245245805], [-99.22146285196105, 19.318343705342777], [-99.22106207066442, 19.316256502463965], [-99.22075035127087, 19.314575513930773], [-99.22063160133325, 19.31398716417075], [-99.22034956967161, 19.313174677103586], [-99.22000610686234, 19.3124554456444], [-99.21987451328042, 19.312102723757924], [-99.21951905820215, 19.311544091791472], [-99.21876128740189, 19.310513054534603], [-99.21813784884198, 19.309658524188826], [-99.21727691052736, 19.30874795473092], [-99.21629722304259, 19.308019494824997], [-99.21542144066512, 19.307613236979776], [-99.21491675307387, 19.307403103018945], [-99.21383315856727, 19.307108915445784], [-99.2114581561962, 19.30667463775719], [-99.20584120305224, 19.305672358737638], [-99.20439252560374, 19.30541382420845], [-99.20354643190613, 19.305287742594533], [-99.20268549322306, 19.30504958790121], [-99.20176517991072, 19.304825442088926], [-99.20111205443472, 19.304573277196546], [-99.20042924151151, 19.30432111181598], [-99.19962767858134, 19.3039008354647], [-99.19845502179088, 19.303228391753063], [-99.19806908331802, 19.30294820583901], [-99.19719330182446, 19.302541935636924], [-99.1965847076595, 19.302345804679113], [-99.19585736350355, 19.302149673494704], [-99.1955011130892, 19.302093636084624], [-99.1948034564528, 19.301995570201345], [-99.1941800184335, 19.301995571033437], [-99.19294983218943, 19.30209396540061], [-99.19242845378267, 19.302135664557532], [-99.18999407714236, 19.302415851595853], [-99.18625344953355, 19.3028361319997], [-99.18599063126396, 19.30286406328225], [-99.18295813467076, 19.30318636396508], [-99.18134016479078, 19.30335447529892], [-99.18067219491105, 19.30339650338106], [-99.18028625731544, 19.30343853176845], [-99.17912844405973, 19.303424522227065], [-99.17810422482682, 19.303382493911485], [-99.17706516157803, 19.303284429093534], [-99.17537297211703, 19.303046271726767], [-99.17298312716355, 19.30275207602816], [-99.17118703162815, 19.302471889414953], [-99.16875265466335, 19.302177693517212], [-99.16593234022808, 19.30178543015816], [-99.16391358851904, 19.301505242093818], [-99.16207296183407, 19.301225053456527], [-99.16147921207362, 19.3010709494186], [-99.16073702383562, 19.300804769910467], [-99.16003936708405, 19.300412503327955], [-99.15926749122747, 19.299894149854282], [-99.15858467839821, 19.299221690110304], [-99.15720420879573, 19.297414438267598], [-99.15646202055574, 19.296489790260186], [-99.15545689156536, 19.29518094052891], [-99.15251357966791, 19.291348092463455], [-99.15154323062667, 19.290073312549627], [-99.15031670291495, 19.288461945852607], [-99.14908467062654, 19.286850725910366], [-99.14801592006343, 19.28572986710849], [-99.14706591952074, 19.285029327135103], [-99.14592294914742, 19.284300761397944], [-99.14387450991916, 19.28337603957542], [-99.14285029085228, 19.282969720738464], [-99.14103935190637, 19.282507356923656], [-99.13977763246703, 19.282297191420326], [-99.13924481440881, 19.282267604052883], [-99.1391585551675, 19.282261081511884], [-99.13915681529318, 19.282260957217268], [-99.13908159615711, 19.282255546867702], [-99.1384891374805, 19.282212933715222], [-99.1371502859931, 19.282185102542716], [-99.13587372335242, 19.282311202412046], [-99.13459715988667, 19.282563401095768], [-99.13357293986026, 19.282815599975898], [-99.13146512597665, 19.28340406195021], [-99.12755845645489, 19.284471494334586], [-99.12695262294146, 19.284637023980643], [-99.12497033782826, 19.285181760953204], [-99.12460730787986, 19.285281522316122], [-99.12319715108413, 19.285855965159673], [-99.12119324273611, 19.286724630019553], [-99.11722995867107, 19.288349862217828], [-99.11491467267552, 19.289385526859526], [-99.11491385345244, 19.28938589338909], [-99.1149137792373, 19.28938592687412], [-99.110238547662, 19.291334083298043], [-99.10605260708566, 19.29314140199965], [-99.10136925765347, 19.295134666823078], [-99.10045650879437, 19.29552310907648], [-99.09625572488522, 19.297120234143687], [-99.09284165912622, 19.298675315807838], [-99.09192134572395, 19.299151643039465], [-99.09005103206721, 19.301126989121126], [-99.08880415609948, 19.302850143603106], [-99.08741268208556, 19.304597496492857]]}";Carriles laterales;40;Carriles laterales;40;Anillo Periferico Boulevard Adolfo Ruiz Cortinez;Av. Canal de Chalco;Eje 10 Sur Av. San Jeronimo;34.17153501329;NA
19.4065032037, -99.1063734226;"{""type"": ""LineString"", ""coordinates"": [[-99.13649603768198, 19.40341462935544], [-99.1350548454025, 19.403355976813653], [-99.1315238431786, 19.403126563191154], [-99.1309535144373, 19.40311074133943], [-99.13014834613466, 19.403189849015114], [-99.12888100041391, 19.40356217666318], [-99.12861349202117, 19.40364076537667], [-99.12730509235212, 19.404044215576754], [-99.12572849818618, 19.404329723161485], [-99.12228117203813, 19.404953953309995], [-99.12160837064862, 19.405085443353304], [-99.11948824146518, 19.405499793239745], [-99.11902694596927, 19.405563078486182], [-99.11854887740373, 19.405594721365617], [-99.1167707951099, 19.40557890049463], [-99.11515206966129, 19.40559472191719], [-99.11486690542479, 19.40563427505708], [-99.11436367494193, 19.405705471744163], [-99.113625602974, 19.405879506347823], [-99.11354542749352, 19.405898678420872], [-99.11303011349806, 19.406021899315334], [-99.11258559249386, 19.406108916782102], [-99.11082428523356, 19.406409522590014], [-99.1090629774823, 19.406789233571022], [-99.1064377907201, 19.40732715671257], [-99.10354013510637, 19.40793837040745], [-99.10182484282497, 19.40830015997065], [-99.09979514537397, 19.408711509448498], [-99.09763125302209, 19.409043752761605], [-99.09751888050974, 19.409051604134604], [-99.09672543796381, 19.409107036281085], [-99.09618027132599, 19.409114947686653], [-99.0956015556379, 19.4090753941809], [-99.09259055809159, 19.408664046614632], [-99.09034500260779, 19.408316414919213], [-99.08872406878565, 19.408110306039543], [-99.08074559802641, 19.406975389863696], [-99.0807341811772, 19.40697400771378], [-99.08031416966524, 19.406923174767464], [-99.07940490531261, 19.40691108571443], [-99.07894091014303, 19.406975330530262], [-99.07843408574087, 19.407068129665955], [-99.07815568839155, 19.407157359883353], [-99.0779379677424, 19.407303696431725], [-99.07776664662853, 19.407485725480274], [-99.0774846802608, 19.40786048989541], [-99.07697894384194, 19.40873877302925]]}";Carriles laterales;40;Carriles laterales;40;Viaducto Rio de la Piedad;Calzada de Tlalpan;Calzada Ignacio Zaragoza;6.43539269859;NA
19.4454124984, -99.2005937646;"{""type"": ""LineString"", ""coordinates"": [[-99.18358937339777, 19.438316712723882], [-99.1841275322667, 19.43854093306286], [-99.18477098302164, 19.438759099035348], [-99.18521923022894, 19.438895452915705], [-99.18552288194446, 19.43895681181474], [-99.18579038425842, 19.43898408268745], [-99.18822682311148, 19.43921588261028], [-99.18853770417391, 19.439249970904818], [-99.18893534239952, 19.43935223548217], [-99.18929683224489, 19.439481771441745], [-99.18971616002948, 19.4397067533029], [-99.19019332545712, 19.440020363880745], [-99.19032715227254, 19.440155087711965], [-99.19072833074715, 19.440558955258677], [-99.1911259684228, 19.44109072746726], [-99.19198631354746, 19.44218835370999], [-99.19218151767905, 19.44238606197441], [-99.19231165407442, 19.442529229846652], [-99.19256469722036, 19.442713302486368], [-99.19296233518594, 19.44284965279873], [-99.19463241714296, 19.44308144837331], [-99.19615790228788, 19.44324506814216], [-99.19666398774875, 19.443395052176477], [-99.19800872914279, 19.44385182302109], [-99.19980171625204, 19.444554020213804], [-99.2018405169993, 19.445440284251912], [-99.20486979899678, 19.446803757388302], [-99.20515176161035, 19.44702191216539], [-99.20525297798159, 19.447130988741666], [-99.20554939996815, 19.447540028322663], [-99.20573737415117, 19.447792267588607], [-99.20594736844923, 19.447946278028564], [-99.20599764668414, 19.447983152358464], [-99.20677123447184, 19.44838537196911], [-99.20923659235378, 19.449517034985913], [-99.21005355875829, 19.449891982082796], [-99.2102198442644, 19.449939701944544], [-99.21116694665376, 19.450089680254152], [-99.21157181427265, 19.450144217878776], [-99.21186100582855, 19.450253293646693], [-99.21215742805532, 19.450389637453014], [-99.21317682820487, 19.451112257242894], [-99.21574340380728, 19.453027866912528], [-99.21706645540911, 19.454125412778268]]}";Carriles laterales;40;Carriles laterales;40;Av. Ri­o San Joaquin;Ingenieros Militares;Av. Ejercito Nacional Mexicano;4.04118775059;NA
19.5209780001, -99.1439624858;"{""type"": ""LineString"", ""coordinates"": [[-99.12827218079399, 19.51812162156457], [-99.12880993991234, 19.51863558460668], [-99.1292858312276, 19.518973468732266], [-99.12962847369225, 19.519268521556256], [-99.12977600106457, 19.519358940937362], [-99.12992352677233, 19.519411289374858], [-99.1300472590805, 19.519420806939582], [-99.13023285709555, 19.519416048168754], [-99.13191275676111, 19.51930659266248], [-99.13449330693211, 19.51917803359964], [-99.13594356362677, 19.5191114769235], [-99.13652891119222, 19.519097200104767], [-99.13765201680674, 19.518978227761824], [-99.13929860402841, 19.518716486457407], [-99.14042170870492, 19.518521370671603], [-99.14089760156843, 19.518492817291335], [-99.14159716285555, 19.518516611615752], [-99.14256052078439, 19.518624987473608], [-99.14278782545017, 19.518650558620248], [-99.14344662818013, 19.518845337372266], [-99.14387195627627, 19.519035694260985], [-99.14440733553141, 19.519291487066262], [-99.14470179360436, 19.519484817534206], [-99.14496650863425, 19.519690046174066], [-99.14526474759258, 19.519866749744715], [-99.14543050350615, 19.51994286386462], [-99.14707530602792, 19.52067454860636], [-99.15409174146279, 19.5238541026951], [-99.1543683543215, 19.52398497310809], [-99.15460927422107, 19.524133689439815], [-99.15492752696547, 19.524374610232268], [-99.15526362625374, 19.524633377039653], [-99.15572167254163, 19.525025987638518], [-99.15602505390456, 19.52523419035219], [-99.15634628087771, 19.525415624468728], [-99.15660504763581, 19.525555417462158], [-99.15681027549569, 19.52571008285496], [-99.15739324340653, 19.52616218067918], [-99.1579256480029, 19.526545868041204], [-99.1586127173096, 19.526932530571248], [-99.15898994306609, 19.52708301280539]]}";Via de acceso controlado;50;Via de acceso controlado;80;Anillo Periferico Av. Acueducto de Guadalupe;Limite Estado de Mexico;Av. Acueducto de Guadalupe;3.53247909559;No
19.4825833442, -99.1283423826;"{""type"": ""LineString"", ""coordinates"": [[-99.11748949050424, 19.501729182901112], [-99.11749281037076, 19.501725956281632], [-99.11778442913237, 19.501279960130034], [-99.118007030883, 19.50096844192968], [-99.11842350167964, 19.499973437005455], [-99.11876965947283, 19.49869396963667], [-99.119542768589, 19.495246008747415], [-99.11984311301148, 19.4939859898958], [-99.12032721163396, 19.492224159919026], [-99.12035013238815, 19.492156197708496], [-99.12035014094604, 19.4921561723987], [-99.12066673292912, 19.491297655035517], [-99.12098048370936, 19.490680270960286], [-99.12237925034022, 19.488855380044942], [-99.12378614110814, 19.48717631922695], [-99.12484449547951, 19.485913190497072], [-99.12844883162388, 19.48152949413853], [-99.12864886888372, 19.481286193848977], [-99.13311719355961, 19.475809831480564], [-99.1356585528926, 19.472729295740486], [-99.13692626206299, 19.47119831447105], [-99.13716125647352, 19.470914513250296], [-99.13859089179797, 19.469187924684338], [-99.14208415902358, 19.464956159206146], [-99.14208555330801, 19.46495447010402]]}";Carriles laterales;40;Carriles laterales;40;Av. de los Insurgentes Norte;Acueducto de Guadalupe;Circuito Interior Rio Consulado;4.89066571215;NA
19.2915243784, -99.1524014136;"{""type"": ""LineString"", ""coordinates"": [[-99.14178860046054, 19.308832125981933], [-99.14219310826482, 19.307490110174367], [-99.14399257982042, 19.30229339366033], [-99.14465712876746, 19.30039506457052], [-99.14643678718438, 19.29531112924764], [-99.14718181234949, 19.29353467472218], [-99.14771770776761, 19.292757470700412], [-99.14835816792623, 19.292152974776425], [-99.14929684137722, 19.29150465937021], [-99.14960107782886, 19.29131259213892], [-99.14970604437187, 19.29124432636603], [-99.15154323062667, 19.290073312549627], [-99.15488040876224, 19.28794612087388], [-99.15707919369363, 19.286528701874357], [-99.1604877063408, 19.28433134746318], [-99.16085368424733, 19.28402291607413], [-99.1612327318846, 19.283640459897192], [-99.16189933339507, 19.282826196314566], [-99.16574828681883, 19.276571116827746], [-99.16601634220333, 19.276126635469474]]}";Carriles laterales;40;Carriles laterales;40;Viaducto Tlalpan;Calzada de Tlalpan;Autopista Mexico-Cuernavaca;4.60571459996;NA
19.4382804755, -99.1988388282;"{""type"": ""LineString"", ""coordinates"": [[-99.18358937339777, 19.438316712723882], [-99.18381495191035, 19.438340013689498], [-99.1841577458895, 19.438302426509605], [-99.18435704539293, 19.438137040099043], [-99.18481941855698, 19.43777619631788], [-99.18501074518433, 19.437723572865906], [-99.188255332227, 19.437798748958386], [-99.19044241468112, 19.437899891766552], [-99.19199417990757, 19.437971653452244], [-99.19742308298852, 19.438167110385212], [-99.19831594162845, 19.4382197330143], [-99.20258891100177, 19.438385119084344], [-99.20458190040506, 19.438497882778474], [-99.20591443876728, 19.43855953679785], [-99.2088070371048, 19.43869333882477], [-99.21426577959586, 19.43893904178537]]}";Carriles laterales;40;Carriles laterales;40;Av. Ejercito Nacional Mexicano;Anillo Periferico Boulevard Manuel Avila Camacho;Rio San Joaquin;3.24562851506;NA
