Geo Point;Geo Shape;clasif_15;vel_15;clasif_19;vel_19;Nombre;Inicia;Termina;Shape_Leng;Mixta
19.4078340056, -99.1869190775;"{""type"": ""LineString"", ""coordinates"": [[-99.189630797829, 19.40774815287728], [-99.18822246070178, 19.407815370216436], [-99.18452341159481, 19.407890001435604], [-99.18421680159666, 19.407806635729997]]}";Eje Vial;50;Eje Vial;50;Eje 4 Sur Gobernador Agustin Vicente Eguia;Av. Parque Lira;Circuito Interior Jose Vasconcelos;14.91534914069;No
19.4056544245, -99.1777027194;"{""type"": ""LineString"", ""coordinates"": [[-99.18421680159666, 19.407806635729997], [-99.1780244375727, 19.405776288267834], [-99.17732924018456, 19.40554833175686], [-99.17711199079784, 19.40547709417679], [-99.17493204007971, 19.40470769151539], [-99.17274351191193, 19.404008546163073], [-99.17167111637545, 19.403657011621668], [-99.17118746887049, 19.40350656999658]]}";Eje Vial;50;Eje Vial;50;Eje 4 Sur Benjamin Franklin;Circuito Interior Jose Vasconcelos;Av. Nuevo Leon;14.91534914069;No
19.3951329122, -99.0930504278;"{""type"": ""LineString"", ""coordinates"": [[-99.09883885690385, 19.396798281594677], [-99.0965940061393, 19.396623430836275], [-99.09469892141607, 19.396392103562622], [-99.09374023102315, 19.396118717276238], [-99.09287072178095, 19.395550912449423], [-99.08845628861263, 19.392585678981817], [-99.08775233701874, 19.392110992902364]]}";Eje Vial;50;Eje Vial;50;Eje 4 Sur Av. Te;Circuito Interior Rio Churubusco;Eje 4 Oriente Canal Rio Churubusco;14.91534914069;No
19.3737877214, -99.0516784458;"{""type"": ""LineString"", ""coordinates"": [[-99.04658606275613, 19.369492864083956], [-99.0464968817381, 19.369745263080905], [-99.04569425821579, 19.37159617097653], [-99.04573884851094, 19.37199579629551], [-99.04608933544822, 19.372320519271167], [-99.04678671899815, 19.372542650036213], [-99.05258344830398, 19.37407803752366], [-99.0563067324403, 19.375613409758692], [-99.05858083461416, 19.37653883385069], [-99.05895985139153, 19.376517800910595], [-99.05965856427154, 19.376298088514286]]}";Eje Vial;50;Via de acceso controlado;80;Eje 5 Sur Prolongacion Marcelino Buendia;Av. 8;Anillo Periferico Canal de Garay;4.39818462114;No
19.3834192176, -99.1435990124;"{""type"": ""LineString"", ""coordinates"": [[-99.14750898522571, 19.384049484123235], [-99.1472930982564, 19.3840261557875], [-99.14503137973612, 19.38364289880862], [-99.14356981355917, 19.383395215584923], [-99.14243276248952, 19.383247995494827], [-99.13968978661914, 19.382783052789538]]}";Eje Vial;50;Eje Vial;50;Eje 5 Sur Gabriel Ramos Millan;Calzada de Tlalpan;Eje Central Lazaro Cardenas;11.00411506286;No
19.3393909389, -99.1262211814;"{""type"": ""LineString"", ""coordinates"": [[-99.1437359885326, 19.341951877128963], [-99.14230600797181, 19.34177322700248], [-99.14134279370417, 19.341690618065787], [-99.13743344826317, 19.341160363111005], [-99.13740871817178, 19.341157008122615], [-99.13455698294675, 19.340803671436937], [-99.13256940925338, 19.340232894984982], [-99.12858467666668, 19.33909133681701], [-99.1257825780122, 19.33825454235991], [-99.12383164638409, 19.337840873746053], [-99.12270041341036, 19.33759211604671], [-99.1209896361831, 19.337215901033083], [-99.1202695006762, 19.33729744162048], [-99.11954936540906, 19.337623605661094], [-99.11799387396503, 19.33860209410493], [-99.11744657058304, 19.338928256262076], [-99.11669763032738, 19.339172876468538], [-99.11643838191434, 19.33922723647178], [-99.1159850520732, 19.33928554702569], [-99.11528723074669, 19.339200144073175], [-99.1130625940443, 19.338750438851175], [-99.1124632350571, 19.338629274606095], [-99.10961397087998, 19.338037959300788], [-99.1089047996821, 19.338019542436452]]}";Eje Vial;50;Eje Vial;50;Eje 9 Sur Calzada Taxqueña;Av. Tlahuac;Calzada de Tlalpan;8.41752310836;No
19.3841301525, -99.1756144065;"{""type"": ""LineString"", ""coordinates"": [[-99.15972804537503, 19.430725666850165], [-99.15992714302035, 19.430333079501118], [-99.162646886443, 19.42440642864122], [-99.16271898440176, 19.424249320329423], [-99.16288502896246, 19.424282395975936], [-99.16307538609105, 19.424268118905697], [-99.16323243047118, 19.42420625256233], [-99.16340375169248, 19.424101556605297], [-99.16351796511442, 19.423958789227378], [-99.16359886751032, 19.42373036068349], [-99.16358335628766, 19.423558241448582], [-99.16351796539054, 19.423344887727126], [-99.16339423388732, 19.423202120328348], [-99.16312478811084, 19.42306404488147], [-99.1641441247164, 19.419666449280268], [-99.16444246412419, 19.418569119467584], [-99.16470266491545, 19.41761205548257], [-99.1648093540038, 19.417298696159186], [-99.16541119353697, 19.41553099515144], [-99.16541361332206, 19.415523877019776], [-99.16568011155744, 19.41474112692985], [-99.16631429709489, 19.412776650328713], [-99.16720213421242, 19.410026373963003], [-99.16851914832755, 19.405920890455214], [-99.1688498295015, 19.404890035415676], [-99.16929869296253, 19.403581446901452], [-99.1693218691599, 19.403513879042], [-99.16946422379752, 19.403098863039485], [-99.17037113614806, 19.400282388492105], [-99.17055193031035, 19.399746499186463], [-99.17066508641174, 19.399411094338724], [-99.171614604739, 19.396447648504747], [-99.17253619733745, 19.393589518475338], [-99.17436541758256, 19.387991652141995], [-99.17498940973856, 19.386091436398498], [-99.17599794795052, 19.383020080195664], [-99.17613878386727, 19.382591175847597], [-99.17899632388745, 19.37372429080535], [-99.17909412291826, 19.373420803942405], [-99.18092883725569, 19.367821739930434], [-99.18111446254055, 19.367255249003964], [-99.18167231392373, 19.365475378221902], [-99.18188904054178, 19.364795258417406], [-99.18230846816765, 19.363507776746165], [-99.18266742179127, 19.362403040826152], [-99.18267519976145, 19.36237948906656], [-99.18320213790342, 19.3607839306018], [-99.18367936011806, 19.359236639051407], [-99.18419463956828, 19.357635343152488], [-99.18444364958651, 19.35685515156037], [-99.18504176628268, 19.3550159769143], [-99.18590966535643, 19.352361793177504], [-99.18654545299664, 19.3503835952115], [-99.18693210195366, 19.349180547894573], [-99.18705825318624, 19.348788028580415], [-99.1875469764894, 19.347286089889167], [-99.18842667739469, 19.344993629359568], [-99.1895018679667, 19.342147771885973], [-99.19042346067283, 19.339578552835842], [-99.1904653504734, 19.33930186517029], [-99.19038374909452, 19.338679197294212], [-99.19014419041903, 19.336851183236735], [-99.19011454446692, 19.336616638880784]]}";Arteria principal;50;Arteria principal;50;Av. de los Insurgentes Sur;Paseo de la Reforma;Eje 10A Sur Av. San Jeronimo;14.22988371303;Si
19.3638048185, -99.1070571518;"{""type"": ""LineString"", ""coordinates"": [[-99.1094693665378, 19.356424553962647], [-99.10898790001296, 19.358029888207103], [-99.10881568853259, 19.358699604222487], [-99.1082066459202, 19.36080780798198], [-99.10796302949431, 19.361699427058742], [-99.10747999561127, 19.363046752915558], [-99.10696335972294, 19.364326703099696], [-99.10621150766666, 19.366256514965265], [-99.10556886360663, 19.367904960207632], [-99.10501442517028, 19.369315636463607], [-99.10461281804723, 19.370309034663546], [-99.10450080149971, 19.370570176941293], [-99.10436760510184, 19.371089224461073]]}";Arteria principal;50;Arteria principal;50;Año de Juarez;Eje 8 Sur Calzada Ermita Iztapalapa;Circuito Interior Rio Churubusco;1.71073230902;No
19.3035614088, -99.1214764704;"{""type"": ""LineString"", ""coordinates"": [[-99.14148516477461, 19.309736702094234], [-99.14033626214405, 19.309287369562135], [-99.13909514468413, 19.30878700641644], [-99.13875775356787, 19.308570940430194], [-99.13819141777401, 19.30829801521975], [-99.13752868565437, 19.308093319781257], [-99.13678160552702, 19.308150179444453], [-99.1352808429045, 19.308285407940932], [-99.13504827450038, 19.308293269163578], [-99.13480752340152, 19.308299636835493], [-99.13469781812283, 19.308291933951768], [-99.13462389446391, 19.308253161269505], [-99.13441164005363, 19.30816410356605], [-99.13423568433863, 19.30808941995938], [-99.13337154475211, 19.307706673121167], [-99.13224422696213, 19.307227915699688], [-99.13120260114438, 19.306785541894442], [-99.12859986947511, 19.305625590077995], [-99.1246160057918, 19.303927927952042], [-99.12424993420704, 19.303771925863263], [-99.1214905565671, 19.30272567573832], [-99.1188637253557, 19.301918240116024], [-99.1164537885997, 19.301258640611614], [-99.11367031145622, 19.30063315666925], [-99.11365951785457, 19.30063079378887], [-99.11216410144421, 19.300303355463374], [-99.10957341927943, 19.299677867443656], [-99.10924807774978, 19.299586887000377], [-99.10904323355065, 19.299564142174326], [-99.1077418672255, 19.29962100523877], [-99.10533193083084, 19.299734730700084], [-99.1008932729226, 19.299950175274308]]}";Arteria principal;50;Arteria principal;50;Calzada del Hueso;Calzada de Tlalpan;Av. Canal Nacional;4.48362509614;No
19.2760772524, -99.1322344286;"{""type"": ""LineString"", ""coordinates"": [[-99.12669590771507, 19.268417631311852], [-99.12770483223233, 19.268982522681338], [-99.12809967113324, 19.26925693925465], [-99.12852315836396, 19.269631630117537], [-99.12868595616702, 19.269847416447902], [-99.12882731960485, 19.270023625773728], [-99.12907563468572, 19.270459303761314], [-99.12997035912912, 19.272653254466864], [-99.13013377215822, 19.27306592233784], [-99.13041882695222, 19.27374635823519], [-99.13087526187712, 19.274882882443453], [-99.1313300915013, 19.275946030064446], [-99.1318937475722, 19.277352707782008], [-99.13202643439105, 19.277696048330817], [-99.13222486209762, 19.278211425846123], [-99.13234235697506, 19.278457350401197], [-99.13244094955603, 19.278645602891046], [-99.13250683728883, 19.27878132027223], [-99.13267791864259, 19.278992114436704], [-99.13345116059611, 19.27969498045494], [-99.13367590587451, 19.279902212583625], [-99.13410525379042, 19.280233436517058], [-99.13433924878402, 19.28035460698418], [-99.13481443748076, 19.280478043075124], [-99.13744805045707, 19.281165645704572], [-99.1378049702517, 19.281272722087742], [-99.13811846366403, 19.28142699040614], [-99.13908159615711, 19.282255546867702]]}";Arteria principal;50;Arteria principal;50;Av. Guadalupe I Ramirez;Anillo Periferico Boulevard Adolfo Ruiz Cortinez;Calzada Guadalupe I. Ramirez;2.14582940242;No
19.3782019104, -99.0696655353;"{""type"": ""LineString"", ""coordinates"": [[-99.0685688999664, 19.38382868218659], [-99.0689260211482, 19.382213979586037], [-99.06928350755496, 19.38028364072614], [-99.06979591485513, 19.37759055311754], [-99.07006011531749, 19.376201943962364], [-99.07067449208948, 19.372558370956433]]}";Arteria principal;50;Arteria principal;50;Av. Guerra de Reforma;Eje 4 Sur Canal de Tezontle;Av. Canal del Moral;1.26668686031;No
19.4180634794, -99.1608792627;"{""type"": ""LineString"", ""coordinates"": [[-99.15420264402583, 19.419351568420907], [-99.15567170062282, 19.419080858933487], [-99.15856641765795, 19.418521196066475], [-99.1597571087446, 19.418288645594544], [-99.16326908713366, 19.417600652338685], [-99.16415286803529, 19.417427396263907], [-99.1648093540038, 19.417298696159186], [-99.16557749823814, 19.417148102240837], [-99.1658853894632, 19.417086302997262], [-99.16754580636571, 19.416725169963005]]}";Arteria principal;50;Arteria principal;50;Av. Alvaro Obregon;Eje 1 Poniente Av. Cuauhtemoc;Eje 2 Sur Yucatan;1.43070961163;No
19.4397577771, -99.1817028304;"{""type"": ""LineString"", ""coordinates"": [[-99.18050014096141, 19.456446200472136], [-99.1813037413493, 19.45507597727581], [-99.18238038649228, 19.448263501340925], [-99.18243160326384, 19.447939415314952], [-99.18357627930986, 19.439764210672983], [-99.18360863992197, 19.43953387893738], [-99.18357693106913, 19.438312542885726], [-99.18355946575441, 19.43763982462441], [-99.1835248540747, 19.4374358317697], [-99.18344074284849, 19.4369401006393], [-99.1811256586555, 19.431510138580798], [-99.17802313894856, 19.42381948978944], [-99.17794468358792, 19.423707324233288], [-99.17766677853633, 19.423571853454703]]}";Arteria principal;50;Arteria principal;50;Calzada Gral. Ignacio Zaragoza;Calzada Mexico - Tacuba;Paseo de la Reforma;3.80538063473;No
19.3622631022, -99.0788636476;"{""type"": ""LineString"", ""coordinates"": [[-99.083108571459, 19.36397417629081], [-99.08256561346325, 19.363578508244377], [-99.0821703034405, 19.363358563241572], [-99.08167363145088, 19.363138618584408], [-99.07971735215713, 19.362478782335828], [-99.0773252171234, 19.361742440641503], [-99.07554125308394, 19.36117822838468], [-99.07492294700648, 19.361015658360955], [-99.07445137322351, 19.36099249481344]]}";Arteria principal;50;Arteria principal;50;Av. Gavilan;Eje 5 Oriente Av. Lic. Javier Rojo Gomez;Av. Ferrocarril San Rafael Atlixco;0.97416615966;No
19.5228502103, -99.1508462806;"{""type"": ""LineString"", ""coordinates"": [[-99.14267194107764, 19.51897358636897], [-99.14313905376922, 19.5191019596302], [-99.14347693704752, 19.519235209477596], [-99.14382739104602, 19.5194056691017], [-99.1450557884033, 19.52005704645106], [-99.14584101046633, 19.520455605699514], [-99.14711402197943, 19.521011805183914], [-99.14911276929834, 19.521898153713057], [-99.1499664010115, 19.522272919542548], [-99.15222093994674, 19.523305010736035], [-99.15410666301622, 19.52414079605171], [-99.15429404561539, 19.524233000368625], [-99.15459445236428, 19.52447689483074], [-99.15530531644171, 19.525039042930075], [-99.15768180266797, 19.526671947438793], [-99.15836292397476, 19.527112148494222], [-99.15870135381093, 19.527306891252117]]}";Arteria principal;50;Arteria principal;50;Av. Acueducto de Guadalupe;Av. de la Ventisca;Av. Miguel Bernard;1.926876982;No
19.414694278, -99.1492406726;"{""type"": ""LineString"", ""coordinates"": [[-99.15458017005172, 19.415093378308335], [-99.15364944352979, 19.415021568920363], [-99.15099895653921, 19.414820905865156], [-99.15033168127583, 19.4147703816096], [-99.14833143747275, 19.41463075905729], [-99.14831712142447, 19.414629759476814], [-99.14390101170366, 19.41429732133454]]}";Eje Vial;50;Eje Vial;50;Eje 2A Sur Dr. Balmis;Eje 1 Poniente Av. Cuauhtemoc;Eje Central Lazaro Cardenas;2.93535141899;No
19.3492378996, -99.22971689;"{""type"": ""LineString"", ""coordinates"": [[-99.19502803196355, 19.35809769788115], [-99.19521655927647, 19.35823403220801], [-99.19529853946781, 19.358302925060098], [-99.19546565338588, 19.358441285652432], [-99.19563958878528, 19.35856033962255], [-99.19586809235625, 19.358750182588484], [-99.19596699668912, 19.358843495571698], [-99.19632168905603, 19.359100908602734], [-99.19691511566204, 19.35954172869311], [-99.19723911247968, 19.359786270545154], [-99.19733460657326, 19.359831317389343], [-99.19755287805594, 19.359889234786568], [-99.19785641228091, 19.35988279965476], [-99.199558251243, 19.35983131708316], [-99.20247081643254, 19.359757311176875], [-99.20512077300197, 19.3597090461695], [-99.20641676228172, 19.35965112855452], [-99.20647788686873, 19.35965219614991], [-99.20678509618084, 19.359657563648078], [-99.20831982039853, 19.35962216955184], [-99.2092986330746, 19.35962538781387], [-99.20939753756689, 19.359612517082233], [-99.20960557836611, 19.359503116381774], [-99.21073445270301, 19.358837059807747], [-99.21080948390946, 19.35878879429883], [-99.21121874346322, 19.358650434618532], [-99.21163823497311, 19.358508856606743], [-99.21189743262508, 19.3584219798236], [-99.21208500957364, 19.358335102047192], [-99.21233738667404, 19.358225700824935], [-99.21270913077167, 19.358035857274395], [-99.21344920913864, 19.357652951918375], [-99.2135890394925, 19.357578945230546], [-99.21388234191352, 19.357450237228953], [-99.21403922540001, 19.357385883678838], [-99.21412107705692, 19.35734405328348], [-99.21423703455044, 19.357273263423675], [-99.2143393488631, 19.357183167832275], [-99.21437686455484, 19.357147773433333], [-99.2144553057394, 19.35703193605791], [-99.21484410303444, 19.356459182715355], [-99.21531475154327, 19.355796331264717], [-99.21548186573042, 19.355548566223025], [-99.21555348650749, 19.355406985593376], [-99.21571036905841, 19.355159218890257], [-99.21573694016361, 19.355102983633074], [-99.21583655790212, 19.354892145919372], [-99.21591840953232, 19.35468299207048], [-99.21594569361396, 19.354576806852545], [-99.2160002616884, 19.35411344925208], [-99.21610257641527, 19.353469894720483], [-99.21614691279981, 19.353083761043372], [-99.21619466038064, 19.35273945780422], [-99.2162389962575, 19.35260109219068], [-99.21630379573692, 19.35247238029941], [-99.2165595833995, 19.352247134662505], [-99.2168187814981, 19.352102333648627], [-99.21738833447995, 19.35180629547893], [-99.2175554487467, 19.351703324833423], [-99.21797152908192, 19.351474860036088], [-99.21836714696818, 19.351259266231715], [-99.21857177681837, 19.351175603038534], [-99.2188071012032, 19.351098375258232], [-99.2193050344057, 19.350937483930526], [-99.22044072965147, 19.350589957959986], [-99.22164463582655, 19.35021347144199], [-99.2232884952941, 19.34967930879336], [-99.22463223202767, 19.34940900818997], [-99.22583613758246, 19.349135490242382], [-99.22758572292139, 19.348762217705627], [-99.22846904206, 19.348575581184527], [-99.22951265456713, 19.34863993894763], [-99.22987757786508, 19.348485480814297], [-99.23019134339248, 19.34835676604357], [-99.23080182282726, 19.3481604747511], [-99.23156236377677, 19.34790947966448], [-99.23171242577685, 19.347825815089926], [-99.23264008053351, 19.3475909088938], [-99.23309708799866, 19.347487935969017], [-99.23464545340532, 19.34710822434341], [-99.23546738397305, 19.346892624278794], [-99.23581866462868, 19.34677999739049], [-99.23634729199411, 19.346522564104244], [-99.23675314152004, 19.346316617929443], [-99.2371760436255, 19.346094581271387], [-99.23736362088393, 19.34594012117494], [-99.23769784969123, 19.34574382763845], [-99.23804572000424, 19.345621545493227], [-99.23863573651093, 19.345341585816737], [-99.2392530365367, 19.34499726554552], [-99.23969908224548, 19.34475914697573], [-99.24028982739839, 19.34444377835496], [-99.24098215853355, 19.344083366346975], [-99.2415619430763, 19.343774441762108], [-99.2422338111367, 19.343417246829606], [-99.24262260799148, 19.34321451403731], [-99.2432399080312, 19.343005345579147], [-99.24397998665683, 19.342796176088314], [-99.24465867536757, 19.342596661034676], [-99.24557950985536, 19.342336003630823], [-99.24648329221255, 19.34205925570012], [-99.2468311628772, 19.341920881349914], [-99.24713469679256, 19.3417084932747], [-99.2477008398271, 19.34120004622868], [-99.24829085550925, 19.340669072012343], [-99.24869329469108, 19.340411629476257], [-99.24878878882676, 19.340360141165196], [-99.24879560953636, 19.34036335906874], [-99.24896954471843, 19.340273253893045], [-99.2490616281606, 19.340241073738046], [-99.24911619620121, 19.340228201462885], [-99.24947770956805, 19.340067299703808], [-99.24998928353902, 19.339842036694527], [-99.25024507137549, 19.339739059183913], [-99.25035761772078, 19.339703660119856], [-99.25049744788754, 19.339661825997155], [-99.25062704673893, 19.339652171338006], [-99.25079416150612, 19.339661825542052], [-99.25092034987368, 19.339687569889225], [-99.25103971723843, 19.33972296903648], [-99.251179547669, 19.33980341968319], [-99.25129891543091, 19.33989996130273], [-99.25139099878186, 19.339990066167307], [-99.25153082918507, 19.34018958545289], [-99.25163996459113, 19.34035692276728], [-99.25198783588854, 19.340910424825914], [-99.25210720312853, 19.341093852126846], [-99.25231524308104, 19.34135129303667], [-99.25240391651379, 19.341457487539245], [-99.25248576829325, 19.341544374258838], [-99.25254715766283, 19.341605516778806], [-99.25264947210505, 19.341669876754207], [-99.25286774429183, 19.34182755925443], [-99.25291549141933, 19.341869393446142], [-99.25298711103385, 19.341898355223087], [-99.25314058403436, 19.341969151638683], [-99.25329746688534, 19.342030293176187], [-99.25347140197064, 19.34206890984121], [-99.25365215886123, 19.34209465318039], [-99.25378175741868, 19.342097871676234], [-99.25409552309063, 19.34208178190646], [-99.25431038425674, 19.34207856316597], [-99.25469577106335, 19.342068909974476], [-99.25490040046937, 19.342081781253807], [-99.25533353366876, 19.342146141212613], [-99.25595424480852, 19.342242681520954], [-99.25614523247995, 19.342294169677515], [-99.2564589985809, 19.34231669574117], [-99.25654767140387, 19.34231991382445], [-99.25683756319083, 19.342307041290514], [-99.25704901482959, 19.342255553311784], [-99.25719566629253, 19.342194411654777], [-99.25773452461542, 19.34194018908188], [-99.259306764051, 19.341216137012157], [-99.25936474213788, 19.341158212319872], [-99.25954890939857, 19.34078170295889], [-99.2597535389996, 19.34052104293427], [-99.26042199673017, 19.33974549487468], [-99.26095062413904, 19.339175899950263], [-99.26106317061955, 19.33906326713854], [-99.26123369562819, 19.33895385339158], [-99.26132577905132, 19.338899146168536], [-99.2614826615367, 19.338821912713396], [-99.26168047023062, 19.338747897289327], [-99.26190215274258, 19.338709279807873], [-99.26212724595942, 19.33868353527465], [-99.26226025522213, 19.33869640823256], [-99.26239667571465, 19.3387092797973], [-99.26256720039135, 19.338751115412624], [-99.26268997785424, 19.338786513751018], [-99.26288096609021, 19.33886696568895], [-99.26379156892528, 19.339404381150796], [-99.26399857952072, 19.339536271481133]]}";Arteria principal;50;Arteria principal;50;Calzada de las Aguilas;Anillo Periferico Boulevard Adolfo Lopez Mateos;Av. Centenario;8.37040628964;No
19.3961579079, -99.1509947144;"{""type"": ""LineString"", ""coordinates"": [[-99.15583195827806, 19.36714151196377], [-99.15567377535668, 19.3676848359159], [-99.1551430703878, 19.370073187735564], [-99.15434495280874, 19.3736648558911], [-99.15362666997814, 19.37764576661832], [-99.15316707132797, 19.380221629209593], [-99.15301612931997, 19.381067579307327], [-99.15256720286183, 19.38359154299285], [-99.15237383234661, 19.384574533062217], [-99.15192074788668, 19.386877718836796], [-99.15159752061955, 19.38862241389281], [-99.15132816428488, 19.391332583280942], [-99.1512982796747, 19.3920485998603], [-99.15129790418005, 19.392057594069016], [-99.1512383792852, 19.393483748097424], [-99.15107275984334, 19.39557391417067], [-99.15071762459026, 19.40005563459589], [-99.15054256724818, 19.402020523873517], [-99.15053805362501, 19.40207118600369], [-99.15034052564734, 19.403172106441335], [-99.15022608617544, 19.404035625792933], [-99.15017891183736, 19.404391579326916], [-99.14987364210218, 19.405932844555437], [-99.14970250290908, 19.406893653732286], [-99.14968509285482, 19.406991397013115], [-99.14946062927791, 19.40816849966026], [-99.14915535927011, 19.409946839327475], [-99.14893987398274, 19.411242475324656], [-99.14874234671828, 19.412368738027254], [-99.14850890447781, 19.413562737769322], [-99.14833143747275, 19.41463075905729], [-99.1483203555986, 19.41469745219298], [-99.14819289067526, 19.415489788050476], [-99.14812282731305, 19.41592530702305], [-99.14802406378095, 19.41650112466157], [-99.14772777235346, 19.418076146661235], [-99.14749433015105, 19.41931244328644], [-99.1470723392113, 19.42159871949122], [-99.14689276855152, 19.422521688820016], [-99.14666830462664, 19.423918835034648], [-99.14645604353835, 19.42523674142134]]}";Arteria principal;50;Arteria principal;50;Dr. Jose Maria Vertiz;Eje 1 Sur Dr. Rio de la Loza;Av. Division del Norte;6.51043277491;No
19.373545701, -99.0708863164;"{""type"": ""LineString"", ""coordinates"": [[-99.07878197997294, 19.374069350371588], [-99.07837793740741, 19.373951058330316], [-99.07633003470487, 19.373402314705288], [-99.07536857741864, 19.373166489997406], [-99.07492113029834, 19.373043176249414], [-99.07451288094543, 19.37293066572878], [-99.07291205529445, 19.372495295341444], [-99.0721717335098, 19.3723002859281], [-99.07180157206601, 19.372241329203952], [-99.07170061953092, 19.37224132923762], [-99.07154197863505, 19.372259469907497], [-99.07129680755098, 19.372309356291094], [-99.07067449208948, 19.372558370956433], [-99.07021036108637, 19.372740191564617], [-99.06870568092774, 19.37338417373342], [-99.06739329199654, 19.373987338462186], [-99.0667202719218, 19.3742639772952], [-99.06616262757399, 19.37448166019818], [-99.06559536743315, 19.37470841199291], [-99.06468198365002, 19.374957839788557], [-99.06388397446703, 19.37514831100753], [-99.0634801625088, 19.375216336086577], [-99.0630518571072, 19.37521842258606]]}";Arteria principal;50;Arteria principal;50;Canal del Moral;Eje 5 Oriente Av. Lic. Javier Rojo Gomez;24 de Marzo de 1867;1.74376401215;No
19.4028544566, -99.1252483387;"{""type"": ""LineString"", ""coordinates"": [[-99.12683151333485, 19.408956554087524], [-99.12682125076157, 19.408929884145202], [-99.12651397331709, 19.408198810883565], [-99.12629645578534, 19.407400072295896], [-99.12626247104882, 19.407219861165146], [-99.12610436597639, 19.406432987563505], [-99.12588757212131, 19.405115769709607], [-99.12572849818618, 19.404329723161485], [-99.12566411356164, 19.404011571707525], [-99.12544948586569, 19.403036189886322], [-99.12520233810254, 19.402066936582543], [-99.12472755492158, 19.400606911821082], [-99.12414220611721, 19.398938296694947], [-99.12387654608898, 19.398025476158804], [-99.12386904257671, 19.39799969249642], [-99.12371381097032, 19.397301494964868], [-99.12370104600498, 19.397254950822877], [-99.12365967344996, 19.397129788262195], [-99.12363901090716, 19.39709418730435], [-99.12360623297434, 19.397043553838635], [-99.12341649015107, 19.396850209062926]]}";Arteria principal;50;Arteria principal;50;La Viga;Eje 3 Sur Av. Morelos;Eje 2 Oriente Av. H. Congreso de la Union;1.3934681896;No
19.4363286209, -99.220984579;"{""type"": ""LineString"", ""coordinates"": [[-99.21593522003161, 19.442102170278034], [-99.21613992547712, 19.441928048122293], [-99.21620438107988, 19.4418602194471], [-99.21771437540066, 19.439989042041418], [-99.22000370524985, 19.437296847872748], [-99.2224411680269, 19.434312525234528], [-99.22276917605186, 19.43392592075013], [-99.22289090767929, 19.433758628211542], [-99.22653881006136, 19.431094731401952]]}";Arteria principal;50;Arteria principal;50;Av. Industria Militar;Anillo Periferico Boulevard Manuel Avila Camacho;Limite Estado de Mexico;1.66088857534;No
19.510335108, -99.1389028175;"{""type"": ""LineString"", ""coordinates"": [[-99.14217475571404, 19.519819765804893], [-99.14267194107764, 19.51897358636897], [-99.14278782545017, 19.518650558620248], [-99.14297630309204, 19.518125180375495], [-99.14305881455199, 19.517885886338753], [-99.14339722862589, 19.5169044447002], [-99.14350731714619, 19.516556532706097], [-99.14350731678593, 19.516440562525347], [-99.14346846243669, 19.516239139821153], [-99.14262013463325, 19.514835275942644], [-99.14142211536874, 19.51297361237538], [-99.14106594743048, 19.512570758191085], [-99.14056083609206, 19.51214348679181], [-99.1403730390677, 19.512015304945553], [-99.14026942585805, 19.51183829223211], [-99.14020466794618, 19.51163075977702], [-99.14021114443909, 19.511307252447953], [-99.14025647490966, 19.511105823292784], [-99.14031475711695, 19.51070296384361], [-99.1403147567345, 19.51047711796678], [-99.14024352281717, 19.510275687886693], [-99.14004277393816, 19.510013218057278], [-99.13957053624084, 19.50955337906133], [-99.13925920400082, 19.509250220635646], [-99.13865048106793, 19.508590988795294], [-99.13748484015846, 19.507419013406214], [-99.13589179797592, 19.505807532719647], [-99.13368355674433, 19.50357340913916], [-99.13332738853086, 19.503268199272053], [-99.1312309186136, 19.502896405174738]]}";Arteria principal;50;Arteria principal;50;Av. Miguel Bernard;Av. Instituto Politecnico Nacional;Av. Cuautepec;2.48276634005;No
19.4691200153, -99.1247124284;"{""type"": ""LineString"", ""coordinates"": [[-99.1308551190135, 19.45312613413132], [-99.13070189881235, 19.453652038237426], [-99.12996294579754, 19.45538072514251], [-99.12926925149944, 19.457022341800617], [-99.12812669630762, 19.46008750367481], [-99.1275554192196, 19.461408454920026], [-99.12750310616934, 19.461551067313888], [-99.12692973404776, 19.463114133846332], [-99.12622243862592, 19.46503780946775], [-99.12499992973687, 19.468293023282712], [-99.12498467010596, 19.468333655148843], [-99.12420936455831, 19.470423981551505], [-99.12348846741624, 19.472386042821768], [-99.12208747705905, 19.476117740713626], [-99.12110415541319, 19.478707098689217], [-99.12050966265025, 19.480272519403098], [-99.11953033051567, 19.482837144406616], [-99.11902667353019, 19.48412494450502], [-99.11863587366291, 19.4851442772166]]}";Arteria principal;50;Arteria principal;50;Calzada de los Misterios;Eje 5 Norte Av. Montevideo;Eje 2 Norte Manuel Gonzalez;3.76855033945;No
