Entity,Code,Year,
Uruguay,URY,2004,14.11
Uruguay,URY,2005,14.46
Uruguay,URY,2006,15.13
Uruguay,URY,2007,15.87
Uruguay,URY,2008,17.28
Uruguay,URY,2009,18.54
Uruguay,URY,2010,20.96
Uruguay,URY,2011,21.57
Uruguay,URY,2012,23.08
Uruguay,URY,2013,24.58
Uruguay,URY,2014,25.63
Venezuela,VEN,1950,8.09
Venezuela,VEN,1951,8.72
Venezuela,VEN,1952,9.73
Venezuela,VEN,1953,9.77
Venezuela,VEN,1954,10.54
Venezuela,VEN,1955,10.9
Venezuela,VEN,1956,11.47
Venezuela,VEN,1957,12.25
Venezuela,VEN,1958,12.59
Venezuela,VEN,1959,12.87
Venezuela,VEN,1960,11.74
Venezuela,VEN,1961,11.83
Venezuela,VEN,1962,12.41
Venezuela,VEN,1963,13.01
Venezuela,VEN,1964,14.14
Venezuela,VEN,1965,14.28
Venezuela,VEN,1966,14.03
Venezuela,VEN,1967,14.2
Venezuela,VEN,1968,15.49
Venezuela,VEN,1969,16.04
Venezuela,VEN,1970,17.7
Venezuela,VEN,1971,16.53
Venezuela,VEN,1972,16.46
Venezuela,VEN,1973,17.63
Venezuela,VEN,1974,21.29
Venezuela,VEN,1975,19.65
Venezuela,VEN,1976,19.62
Venezuela,VEN,1977,19.32
Venezuela,VEN,1978,18.31
Venezuela,VEN,1979,18.78
Venezuela,VEN,1980,17.65
Venezuela,VEN,1981,17.04
Venezuela,VEN,1982,15.86
Venezuela,VEN,1983,15.94
Venezuela,VEN,1984,16.28
Venezuela,VEN,1985,14.83
Venezuela,VEN,1986,13.2
Venezuela,VEN,1987,12.85
Venezuela,VEN,1988,12.64
Venezuela,VEN,1989,11.85
Venezuela,VEN,1990,12.51
Venezuela,VEN,1991,13.05
Venezuela,VEN,1992,13.05
Venezuela,VEN,1993,11.93
Venezuela,VEN,1994,11.21
Venezuela,VEN,1995,11.75
Venezuela,VEN,1996,11.56
Venezuela,VEN,1997,11.45
Venezuela,VEN,1998,10.23
Venezuela,VEN,1999,10.55
Venezuela,VEN,2000,12.4
Venezuela,VEN,2001,11.72
Venezuela,VEN,2002,11.3
Venezuela,VEN,2003,10.91
Venezuela,VEN,2004,13.23
Venezuela,VEN,2005,15.78
Venezuela,VEN,2006,17.59
Venezuela,VEN,2007,19.2
Venezuela,VEN,2008,21.66
Venezuela,VEN,2009,18.97
Venezuela,VEN,2010,22.61
Venezuela,VEN,2011,23.99
Venezuela,VEN,2012,24.52
Venezuela,VEN,2013,22.51
Venezuela,VEN,2014,20.54
Vietnam,VNM,1970,0.92
Vietnam,VNM,1971,0.91
Vietnam,VNM,1972,1.01
Vietnam,VNM,1973,0.96
Vietnam,VNM,1974,0.99
Vietnam,VNM,1975,0.89
Vietnam,VNM,1976,0.95
Vietnam,VNM,1977,1.07
Vietnam,VNM,1978,1.07
Vietnam,VNM,1979,1.13
Vietnam,VNM,1980,1.14
Vietnam,VNM,1981,1.15
Vietnam,VNM,1982,1.1
Vietnam,VNM,1983,1.11
Vietnam,VNM,1984,1.14
Vietnam,VNM,1985,1.06
Vietnam,VNM,1986,1.04
Vietnam,VNM,1987,1.04
Vietnam,VNM,1988,1.07
Vietnam,VNM,1989,1.04
Vietnam,VNM,1990,1.03
Vietnam,VNM,1991,1.14
Vietnam,VNM,1992,1.19
Vietnam,VNM,1993,1.31
Vietnam,VNM,1994,1.35
Vietnam,VNM,1995,1.38
Vietnam,VNM,1996,1.56
Vietnam,VNM,1997,1.69
Vietnam,VNM,1998,1.77
Vietnam,VNM,1999,1.7
Vietnam,VNM,2000,1.86
Vietnam,VNM,2001,1.98
Vietnam,VNM,2002,2.17
Vietnam,VNM,2003,2.33
Vietnam,VNM,2004,2.49
Vietnam,VNM,2005,2.7
Vietnam,VNM,2006,2.81
Vietnam,VNM,2007,3.03
Vietnam,VNM,2008,3.09
Vietnam,VNM,2009,3.06
Vietnam,VNM,2010,3.39
Vietnam,VNM,2011,3.67
Vietnam,VNM,2012,3.75
Vietnam,VNM,2013,3.93
Vietnam,VNM,2014,4.15
